id,P002079,P002080,P002081,P002082,P002083,P002084,P002085
8ccc68240a254720808b97359907bee5,viṣādakṛtaniśceṣṭa āpadaḥ sukarā nanu |vyutthitaś ceṣṭamānas tu mahatām api durjayaḥ ||53||,嗔作無心難 以不善罪故無心見發起 廣大勝難及,-,ཞུམ་བཅས་རྩོལ་བ་དོར་བ་ལ་། ། ཕོངས་ལས་ཐར་བ་ཡོད་དམ་ཅི་། །ང་རྒྱལ་རྩོལ་བ་བསྐྱེད་པས་ནི་། ། ཆེན་པོ་ཡིས་ཀྱང་ཐུབ་པར་དཀའ་། །,,"Quand l’homme manqué de résolution, d’activité morale, par indolence et oubli de la loi, les occasions de péché et les chutes sont fréquentes ; mais quand la pensée est tendue, energique, attentive, les pllus grandes tentations ne peuvent la vaincre.",To him who is palsied by a faint hear occasions of sin come abundantly; but he who has a noble pride ever alert is unconquerable even by great temptations.
09b68ea6916e401cb2c37872b8ab8278,tasmād dṛḍhena cittena karomy āpadam āpadaḥ |trailokyavijigīṣutvaṃ hāsyam āpajjitasya me ||54||,是故淸淨心 頌作此文句使知彼三界 我遠離戲論,-,དེ་བས་སེམས་ནི་བརྟན་པ་ཡིས་། ། ལྟུང་བ་རྣམས་ནི་གཞོམ་བྱ་སྟེ་། །བདག་ནི་ལྟུང་བས་ཕམ་བྱས་ན་། ། ཁམས་གསུམ་རྒྱལ་འདོད་བཞད་གད་འགྱུར་། །,,Aussi j’affermis ma pensée et je me cuirasse d’un saint orgueil : je détruirai qui veut me détruire. N’est-il pas ridicule celui qui veut conquérir le triple monde et que la tentation abat ?,"Then with firm spirit I will undo the occasions of undoing; if I should be conquered by them, my ambition to conquer the threefold world would be a jest."
037d04e18c09452ca27c0ab2f2bd37dd,mayā hi sarvaṃ jetavyam ahaṃ jeyo na kenacit |mayaiṣa māno voḍhavyo jinasiṃhasuto hy aham ||55||,我得勝一切 無人能勝我我今而自知 是佛師子子,-,བདག་གིས་ཀུན་ལས་རྒྱལ་བྱ་སྟེ་། ། བདག་ལས་སུ་ཡང་རྒྱལ་མི་བྱ་། །རྒྱལ་བ་སེང་གེའི་སྲས་བདག་གིས་། ། ང་རྒྱལ་འདི་ལ་གནས་པར་བྱ་། །,,"Je triompherai de tous; je ne serai vaincu par personne. Tel est mon orgueil : ne suis-je pas le fils des Bouddhas, ces victorieux, ces lions ?","I will conquer all; none shall conquer me. This is the pride that I will bear, for I am the son of the conqueror-Lions."
7895cb160c734aeeb006b0d573da7182,ye sattvā mānavijitā varākās te na māninaḥ |mānī śatruvaśaṃ naiti mānaśatruvaśāś ca te ||56||,有情離我人 而彼得最上不降懈怠冤 懈怠冤自降,-,འགྲོ་གང་ང་རྒྱལ་གྱིས་བཅོམ་དེ་། ། ཉོན་མོངས་ང་རྒྱལ་ཅན་མ་ཡིན་། །ང་རྒྱལ་ཅན་དགྲའི་དབང་མི་འགྲོ་། ། དེ་དག་ང་རྒྱལ་དགྲ་དབང་འགྱུར་། །,,"Les homes vaincus par l’orgueil sont des misérables, et non pas des orgueilleux ; l’orgueilleux ne devient pas la chose de son ennemi et les faux orgueilleux sont les esclaves de cet ennemi qui est l’orgueil.","Creatures who are overcome by arrogance bear the title of misery, not of pride; he that is proud falls not into the power of the foe, but they are slaves to the foe Arrogance."
31b606f405c947b6bf5a817ddebeb0d4,mānena durgatiṃ nītā mānuṣye ’pi hatotsavāḥ |parapiṇḍāśino81 dāsā mūrkhā durdarśanāḥ kṛśāḥ ||57||,以惡趣所牽 身善速破壞由僕從愚惡 寄食而受瘦,-,ཉོན་མོངས་ང་རྒྱལ་གྱིས་ཁེངས་ནི་། ། ངན་འགྲོར་ང་རྒྱལ་གྱིས་ཁྲིད་ཅིང་། །མི་ཡི་དགའ་སྟོན་བཅོམ་པ་དང་། ། གཞན་གྱི་ཟས་ཟའི་བྲན་དང་ནི་། །གླེན་པ་མི་སྡུག་ཉམ་ཆུང་དང་། །,,"L’orgueil les précipite dans les destinées infirmes ; ou si, par par hasard, ils obtiennent l’existence humaine, privés de tout ressord et de toute joie, mangeant le pain d’autrui, réduits en esclavage, abrutis, hideux, débiles,","Through arrogance they are brought into evil estate, and even in human birth lose their joys, eating the bread of others, slaves, fools, uncomely, wasted away;"
e2c39ea9a1094da9a61754486ff2a380,sarvataḥ paribhūtāś ca mānastabdhās tapasvinaḥ |te ’pi cen mānināṃ madhye dīnās tu vada kīdṛśāḥ ||58||,彼受於一切 修行住我慢而此得名聲 下劣云何說,-,ཐམས་ཅད་དུ་ནི་བརྙས་པར་འགྱུར་། ། ང་རྒྱལ་གྱིས་ཁེངས་དཀའ་ཐུབ་ཅན་། །དེ་ཡང་ང་རྒྱལ་ཅན་གཏོགས་ན་། ། དམན་པ་ཅི་འདྲ་ཡིན་པ་སྨྲོས་། །,,"ils sont méprisés de tous, les misérables qui se raidissent dans l’orgueil. Si tu les tiens pour des orgueilleux, qui appelleras tu lâches et misérables ?","despised on all sides are the wretched stiff in arrogance; if they are ranked with the proud, say, who are the miserable?"
72f2f85691464fe88efc2c9d2ef52f61,te mānino vijayinaś ca ta eva śūrā ye mānaśatruvijayāya vahanti mānam |ye taṃ sphurantam api mānaripuṃ nihatya kāmaṃ jane jayaphalaṃ pratipādayanti ||59||,如是若勇猛自勝彼冤家 勇猛行此修慢冤而不勝彼慢心若起此實我冤家 勝果雖欲生是果悉皆捨,-,གང་ཞིག་ང་རྒྱལ་དགྲ་ལས་རྒྱལ་ཕྱིར་ང་རྒྱལ་འཆང་། ། དེ་ནི་ང་རྒྱལ་ཅན་དང་རྣམ་རྒྱལ་དཔའ་དེ་ཉིད་། །གང་ཞིག་ང་རྒྱལ་དགྲ་བདོ་བ་ཡང་ངེས་བཅོམ་སྟེ་། ། འགྲོ་ལ་འདོད་བཞིན་རྒྱལ་བའི་འབྲས་བུ་རྫོགས་པར་བྱེད་། །,,"Ceux-là sont des orgueilleux, des victorieux, des héros, les bodhisattvas qui mettent leur orgueil à écraser l’orgueil, cet ennemi ; qui anéantissent l’orgueil dans ses assauts furieux, et, devenus Bouddhas, manifestent indéfiniment au monde le fruit de leur victoire !","Proud, victorious, heroic are they who set their pride on conquest of the foe Arrogance, who overthrow him in all his might, and freely show to the world the fruit of their conquest."
03c98ec085214d989f6d010b5eddead0,saṃkleśapakṣamadhyastho bhaved dṛptaḥ sahasraśaḥ |duryodhanaḥ kleśagaṇaiḥ siṃho mṛgagaṇair iva ||60||,喻精進師子 煩惱獸中見煩惱獸千萬 雖衆不能敵,ཉོན་མོངས་ཕྱོགས་ཀྱི་ཁྲོད་གནས་ན་། ། རྣམ་པ་སྟོང་དུ་སྲན་གཟུགས་ཏེ་། །ལྭ་ལས་སྩོགས་པས་སེང་གེ་བཞིན་། ། ཉོན་མོངས་ཚོགས་ཀྱིས་མྱི་ཚུགས་བྱ་། །༼༡༨༽,ཉོན་མོངས་ཕྱོགས་ཀྱི་ཁྲོད་གནས་ན་། ། རྣམ་པ་སྟོང་དུ་སྲན་གཟུགས་ཏེ་། །ཝ་ལ་སོགས་པས་སེང་གེ་བཞིན་། ། ཉོན་མོངས་ཚོགས་ཀྱིས་མི་ཚུགས་བྱ་། །,,"Quand il est environné par la horde des passions, le bodhisattva, tel un guerrier, centuple son insolente fierté : il est inattaquable aux passions, comme le lion au peuple des animaux.","Surrounded by the troop of the Passions, a man should become a thousand times prouder, and be as unconquerable to their hordes as a lion to flocks of deer."
5982b50df29244f693f39f903fea45ef,mahatsv api hi kṛcchreṣu na rasaṃ cakṣur īkṣate |evaṃ kṛcchram api prāpya na kleśavaśago bhavet ||61||,世有大苦惱 人自悉具見煩惱不降伏 乃得如是苦,ཉམ་ང་ཆེ་ཐང་བྱུང་གྱུརད་ཀྱང་། ། མྱི་ཡིས་མྱིག་ནི་བསྲུང་བ་ལྟར་། །,ཉམ་ང་ཆེ་ཐང་བྱུང་གྱུར་ཀྱང་། ། མི་ཡིས་མིག་ནི་བསྲུང་བ་ལྟར་། །དེ་བཞིན་ཉམ་ང་བྱུང་གྱུར་ཀྱང་། ། ཉོན་མོངས་དབང་དུ་མི་འགྱུར་བྱ་། །,,"Il ne peutse faire, quoi qu’il arrive, que le bodhisattva cède aux passions : de même que l’æil ne goûtera jamais les saveurs.","Even in great stress the eye is unconscious of the sense of taste; and so, into whatever straits he may come, he will not fall into the power of the Passions."
5a348c713dcb4e4da3e64ac7cb772216,,我寧使頭落 及刳剔心腸煩惱諸冤家 一切我不降,དེ་བཞིན་གནས་སྐབས་ཐམས་ཆད་དུ་། ། རིགས་པ་ལས་ནི་གཞན་མྱི་སྤྱད་། །༼༡༩༽,བདག་ནི་བསྲེགས་ཏེ་བསད་གྱུར་ཏམ་། ། བདག་གི་མགོ་བོ་བཅད་ཀྱང་བླ་། །རྣམ་པ་ཀུན་དུ་ཉོན་མོངས་པའི་། ། དགྲ་ལ་འདུད་པར་མི་བྱའོ་། །དེ་བཞིན་གནས་སྐབས་ཐམས་ཅད་དུ་། ། རིགས་པ་ལས་ནི་གཞན་མི་སྤྱད་། །,,,"It would be better for me to be burned, to have my head cut off and to be killed, rather then ever bowing down to those ever-present disturbing conceptions. (So likewise in all situations I should do nothing other than what is fit.)"
09db01a0d4d24d9ea80fd22af066e798,yad evāpadyate karma tat karma vyasanī bhavet |tat karmaśauṇḍo ’tṛptātmā krīḍāphalasukhepsuvat82 ||62||,因修此精進 得彼慢業盡獲得勝果報 自感嬉戲樂,རྩེད་མོའི་བདེ་འབྲས་འདོད་པ་ལྟར་། ། འདི་ཡིས་བྱ་བའི་ལས་གང་ཡིན་། །ལས་དེ་ལ་ནི་ཞེན་བྱ་སྟེ་། ། ལས་དེས་མྱི་ངོམས་དགའ་བར་བྱ་། །༼༢༠༽,རྩེད་མོའི་བདེ་འབྲས་འདོད་པ་ལྟར་། ། འདི་ཡིས་བྱ་བའི་ལས་གང་ཡིན་། །ལས་དེ་ལ་ནི་ཞེན་བྱ་སྟེ་། ། ལས་དེས་མི་ངོམས་དགའ་བར་བྱ་། །,,"A l’æuvre pie, lecture, méditation, etc., don’t l’heure est venue, il s’applique de toutes ses forces: il s’enivre, jamais assouvi, de la saveur qu’elle contient: tel un joueur tout entier au plaisir et au gain.","He will utterly give himself over to whatever task arrives, greedy for the work, insatiate of spirit, like one who lusts for the delight issuing from his sport."
412786cf46f54dc7bd6d3d5f95fae90e,sukhārthaṃ kriyate karma tathāpi syān na vā sukham |karmaiva tu sukhaṃ yasya niṣkarmā sa sukhī katham ||63||,爲快樂修因 彼卻不獲得所修不決定 亦得不殊勝,བདེ་བའི་དོན་དུ་ལས་བྱས་ཀྱང་། ། བདེར་འགྱུར་མྱི་འགྱུར་གཏོལ་མྱེད་ཀྱི་། །གང་གི་ལས་ཉིད་བདེར་གྱུརད་པ་། ། དེ་ལས་མྱི་བྱེད་ནམ་ཞིག་བདེ་། །༼༢༡༽,བདེ་བའི་དོན་དུ་ལས་བྱས་ཀྱང་། ། བད་འགྱུར་མི་འགྱུར་གཏོལ་མེད་ཀྱི་། །གང་གི་ལས་ཉིད་བདེ་འགྱུར་བ་། ། དེ་ལས་མི་བྱེད་ཇི་ལྟར་བདེ་། །,,"Toute action, stérile d’ailleurs ou féconde, a pour principe l’espoir d’un bien. Mais pour celui dont le bonheur est dans l’action même, il n’est pas de bonheur fors l’action.","Every work is done for the sake of happiness, whether the happiness come or no; but how can he whose happiness is work itself be happy in doing no work?"
b5adb0bf2a7c4ce8a21daf3d011a7a31,kāmair na tṛptiḥ saṃsāre kṣuradhārāmadhūpamaiḥ |puṇyāmṛtaiḥ kathaṃ tṛptir vipākamadhuraiḥ śivaiḥ ||64||,輪迴欲不足 喻貪刀刃蜜福甘露若貪 食之後轉美,སྤུ་གྲི་སོར་ཆགས་སྤྲང་རྩི་ལྟའི་། ། འདོད་པ་རྣམས་ཀྱི་མྱི་ངོམས་ན་། །རྣམ་སྨྱིནད་བདེ་ལ་ཞི་བ་ཡི་། ། བསོད་ནམས་ཀྱིས་ལྟ་ཅི་སྟེ་ངོམས་། །༼༢༢༽,སྤུ་གྲིའིསོར་ཆགས་སྦྲང་རྩི་ལྟའི་། ། འདོད་པ་རྣམས་ཀྱིས་མི་ངོམས་ན་། །རྣམ་སྨིན་བདེ་ལ་ཞི་བ་ཡི་། ། བསོད་ནམས་ཀྱིས་ལྟ་ཅི་སྟེ་ངོམས་། །,,"Les plaisirs,—miel sur le tranchant du rasoir,—ne rassasient pas les vivants ; et qui serait rassasié de l’ambroisie des bonnes æuvres qui mûrissent ici-bas en fruits savoureux et produisent le bonheur final ?","Desires, like honey on the edge of a razor’s blade, bring no contentment in life; but what satiety can there be from the divine draughts of righteous deeds, that are blessed and sweet in their issue?"
087ac715223c4c66b62072bfe009f9f1,tasmāt karmāvasāne ’pi nimajjet tatra karmaṇi |yathā madhyāhnasaṃtapta ādau prāptasarāḥ karī ||65||,是故業寂靜 感妙果隨行如日溫月寒 晝夜而相逐,དེ་ལྟས་ལས་ཚརད་ཕྱིན་བྱ་ཕྱིར་། ། ཉི་མ་ཕྱེ་དུས་གདུངས་པ་ཡི་། །གླང་ཆེན་མཚོ་ཕྲད་མཚོར་འཇུག་ལྟར་། ། ལས་དེ་ལ་ནི་འཇུག་པར་བྱ་། །༼༢༣༽,དེ་ལྟས་ལས་ཚར་ཕྱིན་བྱའི་ཕྱིར་། ། ཉི་མ་ཕྱེད་དུས་གདུངས་པ་ཡི་། །གླང་ཆེན་མཚོ་ཕྲད་མཚོར་འཇུག་ལྟར་། ། ལས་དེ་ལ་ཡང་འཇུག་པར་བྱ་། །,,"Donc, quand un travail est fini, que le bodhisattva se plonge aussitôt dans un autre ; comme l’éléphant sous les feux du midi se plonge tout d’abord dans le lac.","Then when one work is brought to an end, he will plunge into another, as the elephant, vexed by the heat of midday, plunges straightway into the lake that he finds."
f041d207b0f04aa79f3531d4b681e740,balanāśānubandhe tu punaḥ kartuṃ parityajet |susamāptaṃ ca tan muñced uttarottaratṛṣṇayā ||66||,精進之有力 能破於懈怠獲得遠離故 深心而愛樂,རྗེས་སུ་མྱི་བདེར་འགྱུར་བའི་ལས་། ། རིག་འགྱུར་དེ་མ་ཐག་དུ་གཏང་། །དེ་ནི་ཤིན་དུ་རྫོགས་ན་ཡང་ཕྱི་ཕྱིར་བྱེད་འདོད་སྤང་བར་བྱ་། །༼༢༤༽,སྟོབས་ཉམས་པ་དང་རྗེས་འབྲེལ་ན་། ། སླར་བྱའི་དོན་དུ་དོར་བར་བྱ་། །ལེགས་པར་ཟིན་ན་ཕྱི་མ་དང་། ། ཕྱི་མ་འདོད་པས་དེ་སྤང་བྱ་། །,,"Mais cette ivresse d’action n’est pas sans règle. Quand on constate que les forces manquent pour achever l’æuvre commencée, on s’arrête en vue d’achever plus tard. Et, quand l’æuvre entreprise ets parfaite, on cesse de s’en occuper, tout entier à la tâche qui doit suivre et à son fruit.","But when his strength fails, he will withdraw from his work; and if it be happily ended, he will leave it, in eagerness for more and more tasks."
4946752dd64e439d8230729f865326b8,kleśaprahārān saṃrakṣet kleśāṃś ca83 prahared dṛḍham |khaḍgayuddham ivāpannaḥ śikṣitenāriṇā saha ||67||,煩惱棒堅牢 鬥彼念慧劍喻棒劍相持 同彼女人學,འཐབ་རྙིང་དགྲ་དང་ལྷན་ཅིག་དུ་། ། གཡུལ་ངོར་རལ་ཁར་ལྷགས་པ་བཞིན་། །ཉྱོན་མོངས་མཚོན་ལས་བཟུར་བྱ་ཞིང་།༢༣། ཉོན་མོངས་དགྲ་རྣམས་འཇེབས་པར་གཏག་། །༼༢༥༽,འཐབ་རྙིང་དགྲ་དང་ལྷན་ཅིག་ཏུ་། ། གཡུལ་ངོར་རལ་ཁ་ལྷགས་མ་བཞིན་། །ཉོན་མོངས་མཚོན་ལས་གཟུར་བྱ་ཞིང་། ། ཉོན་མོངས་དགྲ་རྣམས་གཞོམ་པར་བཏེག་། །,,"Le saint n’a qu’une pensée : se garder des coups des passions ; leur porter des coups décisifs ; tel le héros, qui combat à l’épée, plus habile encore, un habile adversaire :","He will guard himself against the blows of the Passions, as though fighting with the sword against a skilful foe."
600868fd407540b4b3e04fa4b5a559a5,tatra khaḍgaṃ yathā bhraṣṭaṃ gṛhṇīyāt sabhayas tvaraṃ84 |smṛtikhaḍgaṃ tathā bhraṣṭaṃ gṛhṇīyān narakān smaran ||68||,執劍手無力 失之而怖急念劍失亦然 地獄而在心,གཡུལ་དུ་རལ་གྱི་ལྷུང་གྱུར་ན་། ། འཇིགས་པས་མྱུར་དུ་ལེནད་པ་ལྟར་། །དེ་བཞིན་དྲན་པའི་མཚོན་ཤོར་ན་། ། དམྱལ་བའི་འཇིགས་དྲན་མྱུར་དུ་བླང་། །༼༢༦༽,གཡུལ་དུ་རལ་གྲི་ལྷུང་གྱུར་ན་། ། འཇིགས་པས་མྱུར་དུ་ལེན་པ་ལྟར་། །དེ་བཞིན་དྲན་པའི་མཚོན་ཤོར་ན་། ། དམྱལ་བའི་འཇིགས་དྲན་མྱུར་དུ་བླང་། །,,"Si l’épée vient à tomber, il la reprend, aussi prompt que la crainte. Quand la mémoire, cette épée, lui échappe, le saint la reprend et la tient en garde, se souvenant des enfers.","As one in fear swiftly takes up again a fallen sword, so he will take up the fallen sword of remembrance, bethinking himself of hell."
65f4fd123b4c40969bd373d3f766cff0,viṣaṃ rudhiram āsādya prasarpati yathā tanau |tathaiva cchidram āsādya doṣaś citte prasarpati ||69||,世間知善人 不肯飮毒血心過亦復然 心過而不作,ཅི་ལྟར་ཁྲག་ལ་བརྟེན་བཅས་ནས་། ། དུག་ནི་ལུས་ལ་ཁྱབ་འགྱུར་བ་། །དེ་བཞིན་གླགས་ནི་རཉཧེད @གྱུརད་ན་། ། ཉེས་པས་སེམས་ལ་ཁྱབ་པར་འགྱུར་། །༼༣༡༽,ཇི་ལྟར་ཁྲག་ལ་བརྟེན་བཅས་ནས་། ། དུག་ནི་ལུས་ལ་ཁྱབ་འགྱུར་བ་། །དེ་བཞིན་གླགས་ནི་རྙེད་པ་ན་། ། ཉེས་པས་སེམས་ལ་ཁྱབ་པར་འགྱུར་། །,,"Toute blessure est grave, car si le poison pénètre dans le sang, il se répand dans tout le corps ; de même le mal dans la pensée, s’il trouve une fissure par où s’introduire.","As poison that has reached the blood spreads through the body, so the sin that finds a weak spot spreads through the spirit."
f0f0f6640e0248aba808fec5ed035cc6,tailapātradharo yadvad asihastair adhiṣṭhitaḥ |skhalite maraṇatrāsāt tatparaḥ syāt tathā vratī ||70||,出家精進心 喻執持油缽缽墜必當死 墜之故驚怖,ཡུངས་མར་གཀང་བའི་སྣོད་བསྐུར་ལ་། ། རལ་གྱི་ཐོགས་པས་དྲུང་བསྡད་དེ་། །བོ་ན་གསད་བསྡིགས་འཇིགས་པ་ལྟར་། ། བརྟུལ་ཞུགས་ཅན་གྱིས་དེ་བཞིན་བསྒྲིམ་། །༼༢༧༽,ཡུངས་མར་བཀང་བའི་སྣོད་བཀུར་ལ་། ། རལ་གྲི་ཐོགས་པས་དྲུང་བསྡད་དེ་། །བོ་ན་གསོད་བསྡིགས་འཇིགས་པ་ལྟར་། ། བརྟུལ་ཞུགས་ཅན་གྱིས་དེ་བཞིན་སྒྲིམ་། །,,"Commes, dans la légende, l’homme qui porte un vase rempli d’huile ; des soldats l’entourent, le fer au poing ; le sol est glissant ; le moindre faux pas est fatal ; car une seule goutte repandue lui coûtera la vie. Aussi attentif le bodhisattva qui redoute l’enfer.","A man carrying a bowl full of oil, surrounded by soldiers with drawn swords, in fear of death if he should trip, will walk heedfully; and so it is with him that is under the vow."
8b615104cc454da6abc957074d850849,tasmād utsaṅgage sarpe yathottiṣṭhati satvaram |nidrālasyāgame tadvat pratikurvīta satvaram ||71||,著睡眠懈怠 喻毒蛇在懷不去當被傷 去之宜須急,དེ་བས་པང་དུ་སྦྲུལ་འོངས་ན་། ། ཇི་ལྟར་རིངས་སུ་ལྡང་བ་ལྟར་། །དེ་བཞིན་གཉིད་དང་སྙོམ་འོངས་ན་། ། མྱུར་དུ་དེ་དག་བཟློག་པར་བྱ་། །༼༣༢༽,དེ་བས་པང་དུ་སྤྲུལ་འོངས་ན་། ། ཇི་ལྟར་རིངས་པར་ལྡང་བ་ལྟར་། །དེ་བཞིན་གཉིད་དང་སྙོམ་འོངས་ན་། ། མྱུར་དུ་དེ་དག་བཟློག་པར་བྱ་། །,,"Comme si un serpent se glissait sur la poitrine, aussi prompt , aussi effrayé, le bodhisattva réagit violemment contre le sommeil et la langueur qui s’insinuent.","Then when slumber and faintness fall upon him, he will strive against them as speedily as one springs up when a serpent is creeping into his lap."
d25f62fbfb924028b56f292a1d7c8293,ekaikasmiṃś chale suṣṭhu paritapya vicintayet |kathaṃ karomi yenedaṃ punar me na bhaved iti ||72||,一一之深過 要迴心思惟此過不可守 云何我復作,ཉེས་པ་བྱུང་བ་རེ་རེ་ཞིང་། ། བདག་ལ་སྨད་ནས་ཅི་ནས་ཀྱང་། །བདག་ལ་ཕྱིས་འདི་མྱི་འབྱུང་བ་། ། དེ་ལྟར་བྱ་ཞེས་ཡུན་རིང་བསམ་། །༼༢༨༽,ཉེས་པ་བྱུང་བ་རེ་རེ་ཞིང་། ། བདག་ལ་སྨད་ནས་ཅི་ནས་ཀྱང་། །བདག་ལ་ཕྱིས་འདི་མི་འབྱུང་ང་། ། དེ་ལྟར་བྱ་ཞེས་ཡུན་རིང་བསམ་། །,,"S’il lui arrive de faiblir, c’est comme un vaillant: il s’afflige et réfléchit : « Comment faire que cela ne m’arrive plus ? »","Whenever he is caught unawares, he will be sorely grieved, and consider what he should do that it may not befall him again."
06cf5e3548094e998a145013afd96b57,saṃsargaṃ karma vā prāptam85 icched etena hetunā |kathaṃ nāmāsv avasthāsu smṛtyabhyāso bhaved iti ||73||,和合之業因 斷以正念劍云何名自位 此念而獲得,དགེ་བཤེས་འཕྲད་དང་དགེ་བའི་ལས་། ། འཐོབ་པར་འདོད་པའི་རྒྱུ་འདི་ཡིས་། །ཅི་ལྟར་གནས་སྐབས་ཐམས་ཆད་དུ་། ། དྲན་པ་གོམས་པར་བྱ་སྙམ་ན་། །༼༢༩༽,ཇི་ལྟར་གནས་སྐབས་འདི་དག་ལ་། ། དྲན་པ་གོམས་པ་ཉིད་འགྱུར་ཞེས་། །རྒྱུ་འདི་ཡིས་ནི་ཕྲད་པ་འམ་། ། རིགས་པའི་ལས་ནི་འདོད་པར་བྱ་། །,,"Aussi cherche-t-il le commerce des amis spirituels, l’æuvre qu’ils commandent et les châtiments qu’ils infligent, pour apprendre à s’exercer attentivement dans la mémoire de la Loi, et à croître ainsi la force.","For the sake of this he will desire godly company or tasks to come in his way, that his remembrance may be exercised in these conditions."
6abaacf437a74aa2965f16c31333ec0b,laghuṃ kuryāt tathātmānam apramādakathāṃ smaran |karmāgamād yathā pūrvaṃ sajjaḥ sarvatra vartate ||74||,正念心不發 纖毫不能滅來業如往行 一切報皆得,བག་ཡོད་གཏམ་ནི་དྲན་བྱས་ནས་། ། བདག་ཉིད་ཟོ་བདོག་བདེ་བྱ་ཞིང་། །ཅི་ནས་ལས་བྱུང་སྔོན་རོལ་ནས་། ། ཤེས་བཞིན་ལ་ཡང་འཇུག་པར་བྱ་། །༼༣༠༽,ཅི་ནས་ལས་བྱེད་སྔོན་རོལ་ནས་། ། ཐམས་ཅད་ལ་ནི་མཐུ་ཡོད་པ་། །དེ་ལྟར་བག་ཡོད་གཏམ་དྲན་ཏེ་། ། བདག་ཉིད་ལྡང་བ་ཡང་བར་བྱ་། །,,"Jamais il n’oublie le « Sermon sur l’attention », il rend sa pensée et son corps rapides et maniables, en sorte qu’il soit prêt toujours et en toute chose, avant même qu’il faille commencer.","Remembering the Sermon on heedfulness, he will hold himself in readiness, so that even before a task comes to him he is prepared to turn to every course."
2afff4eead8b442c9c035d1f45a164f2,yathaiva tūlakaṃ vāyor gamanāgamane vaśam |tathotsāhavaśaṃ yāyād ṛddhiś caivaṃ samṛdhyati ||75||,如彼睹羅綿 隨風而來往精進人亦然 增上如是得,ཅི་ལྟར་ཤིང་བལ་འགྲོ་བ་དང་། ། འོང་བ་རླུང་གི་དབང་གྱུརད་པ་། །དེ་བཞིན་འབྱོརད་པ་མོས་པ་ཡི་། ། དབང་དུ་གྱུརད་པས་མྱུར་དུ་འགྲུབ་། །༼༣༣༽,ཇི་ལྟར་རླུང་ནི་འགྲོ་བ་དང་། ། འོང་བས་ཤིང་བལ་དབང་བསྒྱུར་བ་། །དེ་བཞིན་སྤྲོ་བས་དབང་བསྒྱུར་ཏེ་། ། དེ་ལྟར་ན་ནི་འགྲུབ་པར་འགྱུར་། །,,"Comme la graine du cotonnier obéit au vent, allant et venant sous son impulsion ; de même, corps et pensée, le bodhisattva se dirige à sa volonté. C’est ainsi qu’on obtient les pouvoirs magiques et toute félicité.","As the seed of the cotton-tree is swayed at the coming and going of the wind, so will he be obedient to his resolution; and thus divine power is gained."
2901ca5cd23c47ef8301f9d84106a076,bodhicaryāvatāre vīryapāramitā saptamaḥ paricchedaḥ ||,菩提行經菩提心精進波羅蜜多品第五,བྱང་ཅུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་། ། བརྩོན་འགྲུས་བསྟནད་པ་ཞེས་བྱ་བ་སྟེ་། ། ལེའུ་དྲུག་པའོ་༎,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་། བརྩོན་འགྲུས་བསྟན་པ་ཞེས་བྱ་བ་སྟེ་ལེའུ་བདུན་པའོ་༎,,Chapitre VII: De la vertu de force,Chapter VII: The Perfect Strength
cbb39b3896454010ad3321ddcee2c262,,菩提行經卷第二菩提行經卷第三聖龍樹菩薩集頌 西天中印度惹爛駄囉國 密林寺三藏明教大師賜紫 沙門臣天息災奉 詔譯1,-,-,,,
e4d3378d495b4b0d814e0cefc4e6aad0,vardhayitvaivam utsāhaṃ samādhau sthāpayen manaḥ |vikṣiptacittas tu naraḥ kleśadaṃṣṭrāntare sthitaḥ ||1||,佛喜精進增 安住禪定意愍彼散心人 煩惱芽間住,-,༎ དེ་ལྟར་བརྩོན་འགྲུས་བསྐྱེད་ནས་ནི་། ། ཡིད་ནི་ཏིང་ངེ་འཛིན་ལ་བཞག་། །སེམས་ནི་རྣམ་པར་གཡེངས་པའི་མི་། ། ཉོན་མོངས་མཆི་བའི་ཕྲག་ན་གནས་། །,,"Quand il a, de la sorte, développé la vertu de force, le bodhisattva réalise le recueillement en fixant les organes intellectuels ; car l’homme dont la pensée est distraite, possédât-il la force, reste dans la gueule des passions.","When thus vigour has been nurtured, it is well to fix the thought in concentred effort; the man of wandering mind lies between the fangs of the Passions."
535a42a4442440918c5869c511d0eb92,kāyacittavivekena vikṣepasya na saṃbhavaḥ |tasmāl lokaṃ parityajya vitarkān parivarjayet ||2||,我今知身心 不生於散亂是故遠世間 亦遠離疑惑,-,ལུས་དང་སེམས་ནི་དབེན་པ་ཡིས་། ། རྣམ་པར་གཡེང་བ་མི་འབྱུང་ངོ་། །དེ་བས་འཇིག་རྟེན་སྤང་བྱ་ཞིང་། ། རྣམ་པར་རྟོག་པ་ཡོངས་སུ་དོར་། །,,"En recueillant, en isolant le corps et la pensée, on empêche la distraction : aussi faut-il abandonner le monde et rejeter les imaginations.",It cannot wander if body and thought be in solitude; so it is well to forsake the world and put away vain imaginations.
