id,P000822,P000823,P000824,P000825,P000826
afed684df4bc4619b99be62223cc3f93,apy akṣayaṃ me yaśaso nidhānaṃ kaccid dhruvo me kulahastasāraḥ |api prayāsyāmi sukhaṃ paratra supto ’pi35 putre ’nimiṣaikacakṣuḥ || 1.65 ||,(10)將非失財寶 喪家亡國69乎(11)若有勝子存 國嗣有所寄(12)我死時心悦 安樂生他世(13)猶如人兩目 一眠而一覺,༼༥བ༡༽བདག་གི་སྙན་གྲགས་གཏེར་ནི་མི་ཟད་ཡིན་སྙམ་མམ་། ། ངེས་པར་བདག་གི་རིགས་ཀྱི་ལག་ནོར་ཡིན་སྙམ་ཅི་། །བདེ་བར་ཕ་རོལ་དུ་ནི་རབ་ཏུ་འགྲོ་སྙམ་མམ་། ། གཉིད་པར་གྱུར་ཀྱང་བུ་ནི་ཕྱེ་བའི་མིག་གཅིག་ཡོད་། །,"89. ’Forbid it, he should lose his wealth and treasure! dead to his house! lost to his country! for he who has a prosperous son in life, gives pledge that his country’s weal is well secured;90. ’And then, coming to die, my heart will rest content, rejoicing in the thought. of offspring surviving me; even as a man possessed of two eyes, one of which keeps watch, while the other sleeps;","70. ‘Tell me, is the hoard of my fame free from destruction? Is this chief prize of my family secure ? Shall I ever depart happily to another life,--I who keep one eye ever awake, even when my son is asleep?"
97f5ec9fd9494bb8a3afe20d783831c5,kaccin na me jātam aphullam eva kulapravālaṃ36 pariśoṣabhāgi |kṣipraṃ vibho brūhi na me ’sti śāntiḥ snehaṃ sute vetsi hi bāndhavānām || 1.66 ||,(14)莫如秋霜花 雖敷而無實(15)人於親族中 愛深無過子(16)宜時爲記説 令我得蘇息,བདག་གི་རིགས་ཀྱི་མྱུ་གྲུ་སྐྱེས་པ་མ་རྒྱས་པར་། ། ཡོངས་སུ་སྐམས་པའི་སྐལ་བ ༼༢༽ཅན་ཞིག་མིན་སྙམ་མམ་། །ཁྱབ་བདག་མྱུར་བར་གསུངས་ཤིག་བདག་ལ་ཞི་བ་མེད་། ། གཉེན་འདུན་རྣམས་ཀྱིས་བུ་ལ་བརྩེ་བ་ཁྱེད་ཀྱིས་རིག་། །,"91. ’Not like the frost-flower of autumn, which though it seems to bloom, is not a reality. A man who, midst his tribe and kindred, deeply loves a spotless son,92. ’At every proper time in recollection of it has joy; O! that you would cause me to revive!’","71. ‘Surely this young shoot of my family is not born barren, destined only to wither! Speak quickly, my lord, I cannot wait; thou well knowest the love of near kindred for a son.’"
ce2784d80cd443309332d101faecfccc,ity āgatāvegam aniṣṭabuddhyā buddhvā narendraṃ sa munir babhāṣe |mā bhūn matis te nṛpa kācid anyā niḥsaṃśayaṃ tad yad avocam asmi || 1.67 ||,(17)仙人知父王 心懷大憂懼(18)即告言大王 王今勿恐怖(19)前已語大王 愼勿自生疑(20)今相猶如前 不應懷異想(21)自惟我年暮 70悲慨泣歎耳,དེ་ལྟར་མི་འདོད་བློ་ཡིས་འཁྲུལ་པ་བྱུང་གྱུར་པ་། ། རིག་ནས་མི་དབང་རྒྱལ་ལ་ཐུབ་པ་དེས་སྨྲས་པ་། །བདག་གིས་སྨྲས་པ་གང་དེ་ཐེ་ཚོམ ༼༣༽མེད་པ་དེ་། ། མི་སྐྱོང་ཁྱེད་ཀྱི་བློ་གྲོས་གཞན་གང་མ་གྱུར་ཅིག་། །,"The Rishi, knowing the king-sire to be thus greatly afflicted at heart,93. Immediately addressed the Maharâga: ’Let not the king be for a moment anxious! the words I have spoken to the king, let him ponder these, and not permit himself to doubt;94. ’The portents now are as they were before, cherish then no other thoughts! But recollecting I myself am old, on that account I could not hold my tears;","72. Knowing the king to be thus agitated through his fear of some impending evil, the sage thus addressed him: ‘Let not thy mind, O monarch, be disturbed,--all that I have said is certainly true."
ea0ed8e4bcc749cb888fadbbdd93f963,nāsyānyathātvaṃ prati vikriyā me svāṃ vañcanāṃ tu prati viklavo ’smi |kālo hi me yātum ayaṃ ca jāto jātikṣayasyāsulabhasya boddhā || 1.68 ||,(22)今我臨終時 此子應世71生(23)爲盡生故生 斯人難得遇,འདི་ཡི་གཞན་གྱུར་མཚོན་མིན་བདག་གི་རྣམ་འགྱུར་ཏེ་། ། འོན་ཀྱང་རང་ལ་སླུ་བར་རབ་མཚོན་རྣམ་པར་འཁྲུགས་། །སྐྱེ་བ་ཟད་པའི་རྙེད་པར་བླ་མིན་རྟོགས་པ་པོ་། ། འདི་སྐྱེས་བདག་གི་འགྲོ་བ་ལ་ནི་དུས་ཡིན་ནོ་། །,"95. ’For now my end is coming on. But this son of thine will rule the world, born for the sake of all that lives! this is indeed one difficult to meet with;","73. ‘I have no feeling of fear as to his being subject to change, but I am distressed for mine own disappointment. It is my time to depart, and this child is now born,--he who knows that mystery hard to attain, the means of destroying birth."
6e95d50363154b0d9e37746112fbd597,vihāya rājyaṃ viṣayeṣv anāsthas tīvraiḥ prayatnair adhigamya tattvam |jagaty ayaṃ mohatamo nihantuṃ jvaliṣyati jñānamayo hi sūryaḥ || 1.69 ||,(24)當捨聖王位 不著五欲境(25)精勤修苦行 開覺得眞實,རྒྱལ་སྲིད་རྣམ ༼༤༽བར་སྤངས་ནས་ཡུལ་རྣམས་ལ་མི་གནས་། ། འབད་པ་དྲག་པོ་རྣམས་ཀྱིས་དེ་ཉིད་ཐོབ་བྱས་ནས་། །འདི་ནི་འགྲོ་ལ་གཏི་མུག་མུན་པ་རྣམ་འཇོམས་ཕྱིར་། ། ཡེ་ཤེས་རང་བཞིན་ཉི་མ་རབ་ཏུ་འབར་བར་འགྱུར་། །,"96. ’He shall give up his royal estate, escape from the domain of the five desires , with resolution and with diligence practise austerities, and then awakening, grasp the truth.","74. Having forsaken his kingdom, indifferent to all worldly objects, and having attained the highest truth by strenuous efforts, he will shine forth as a sun of knowledge to destroy the darkness of illusion in the world."
2e857d61cc114c33a3eab8cb93b127e7,duḥkhārṇavād vyādhivikīrṇaphenāj jarātaraṅgān maraṇogravegāt |uttārayiṣyaty ayam uhyamānam ārtaṃ37 jagaj jñānamahāplavena || 1.70 ||,(26)常爲諸群生 滅除癡冥障(27)於世永熾燃 智慧日光明,སྡུག་བསྔལ་རྒྱ་མཚོ་ནད་རྣམས་བཀྲམ་པའི་དབུ་བ་ཅན་། ། རྒ་བའི་དཔའ ༼༥༽རླབས་འཆི་བའི་ཤུགས་ནི་དྲག་པོ་ལས་། །འགྲོ་བ་ཉམ་ཐག་བྱིང་བར་གྱུར་རྣམས་འདི་ཡིས་ནི་། ། ཡེ་ཤེས་གྲུ་བོ་ཆེན་པོ་ཡིས་ནི་སྒྲོལ་བར་བྱེད་། །,"97. ’Then constantly, for the world’s sake (all living things), destroying the impediments of ignorance and darkness, he shall give to all enduring light, the brightness of the sun of perfect wisdom.","75. ‘He will deliver by the boat of knowledge the distressed world, borne helplessly along, from the ocean of misery which throws up sickness as its foam, tossing with the waves of old age, and rushing with the dreadful onflow of death."
05c79da339f346da83caf2d62ca24aba,prajñāmbuvegāṃ sthiraśīlavaprāṃ samādhiśītāṃ vratacakravākām |asyottamāṃ dharmanadīṃ pravṛttāṃ tṛṣṇārditaḥ pāsyati jīvalokaḥ || 1.71 ||,(28)衆生沒苦海 衆病爲聚沫(29)衰老爲巨浪 死爲海洪濤(3b1)乘輕智慧舟 72渡此衆流難,ཤེས་རབ་ཆུ་ཡི་ཤུགས་ལ་བརྟེན་པའི་ཚུལ་ཁྲིམས་དོགས་། ། ཏིང་ངེ་འཛིན་ནི་བསིལ་བའི་བརྟུལ་ཞུགས་ངང་པ་འཕྱོ་། །འདི་ཡི་མཆོག་གི་ཆོས ༼༦༽ཀྱི་ཆུ་བོས་རབ་བསྐོར་ལ་། ། སྲེད་པས་ཉམ་ཐག་གསོན་པའི་འཇིག་རྟེན་འཐུང་བར་བྱེད་། །,"98. ’All flesh submerged in the sea of sorrow; all diseases collected as the bubbling froth; decay and age like the wild billows; death like the engulfing ocean;99. ’Embarking lightly in the boat of wisdom he will save the world from all these perils,","76. ‘The thirsty world of living beings will drink the flowing stream of his Law, bursting forth with the water of wisdom, enclosed by the banks of strong moral rules, delightfully cool with contemplation, and filled with religious vows as with ruddy geese."
bbd34db5632547e5a969f9989346b149,duḥkhārditebhyo viṣayāvṛtebhyaḥ saṃsārakāntārapathasthitebhyaḥ |ākhyāsyati hy eṣa vimokṣamārgaṃ mārgapranaṣṭebhya ivādhvagebhyaḥ || 1.72 ||,(2)智慧泝流水 淨戒爲傍岸(3)三昧清涼池 正受衆奇鳥,སྡུག་བསྔལ་གྱིས་ཉམ་ཐག་དང་ཡུལ་གྱིས་བསྒྲིབས་རྣམས་དང་། ། འཁོར་བའི་འབྲོག་དགོན་འཇིགས་པར་གནས་པ་རྣམས་ལ་ནི་། །ལམ་རབ་ཆུད་ཟོས་རྣམས་ལ་ལམ་འགྲོ་རྣམས་བཞིན་དུ་། ། ༼༧༽འདིས་ནི་རྣམ་པར་དག་པའི་ལམ་དག་འཆད་པར་འགྱུར་། །,"by wisdom stemming back the flood. His, pure teaching like to the neighbouring shore,100. ’The power of meditation, like a cool lake, will be enough for all the unexpected birds;","77. ‘He will proclaim the way of deliverance to those afflicted with sorrow, entangled in objects of sense, and lost in the forest-paths of worldly existence, as to travellers who have lost their way."
323966bfd5e549879b67fc73aa6e3839,vidahyamānāya janāya loke rāgāgnināyaṃ viṣayendhanena |prahlādam ādhāsyati dharmavṛṣṭyā vṛṣṭyā mahāmegha ivātapānte || 1.73 ||,(4)如此甚深廣 正法之大河(5)渇愛諸群生 飮之以蘇息,ཡུལ་གྱི་བུད་ཤིང་ཅན་གྱི་འདོད་ཆགས་མེ་ཡིས་ནི་། ། འཇིག་རྟེན་སྐྱེ་བོ་རྣམ་པར་བསྲེགས་པར་གྱུར་པ་ལ་། །སོས་ཀའི་ཐ་མར་སྤྲིན་ཆེན་གྱིས་ནི་ཆར་བཞིན་དུ་། ། འདི་ཡི་ཆོས་ཀྱི་ཆར་གྱིས་རབ་ཏུ་སིམ་བྱེད་འགྱུར་། །,"thus deep and full and wide is the great river of the true law;101. ’All creatures parched by the drought of lust may freely drink thereof, without stint;","78. ‘By the rain of the Law he will give gladness to the multitude who are consumed in this world with that fire of desire whose fuel is worldly objects, as a great cloud does with its showers at the end of the hot season."
35281b477ee9471ba87b831dc05c7d27,tṛṣṇārgalaṃ mohatamaḥkapāṭaṃ dvāraṃ prajānām apayānahetoḥ |vipāṭayiṣyaty ayam uttamena saddharmatāḍena durāsadena || 1.74 ||,(6)73染著五欲境 衆苦所驅迫(7)迷生死曠野 莫知所歸趣(8)菩薩出世間 爲通解脱道,སྲེད་པའི་སྒོ ༼༦ཨ༡༽གཏན་མ་རིག་མུན་པའི་སྒོ་གླེགས་ཅན་། ། སྒོ་ལ་སྐྱེ་དགུ་རྣམས་ཀྱི་འཐོན་པའི་རྒྱུ་ལས་ནི་། །འདི་ཡིས་མཆོག་རབ་ཀུན་ནས་རྙེད་པར་དཀའ་བ་ཡི་། ། དམ་པའི་ཆོས་ཀྱི་སྒྲས་ནི་རྣམ་པར་འབྱེད་བར་འགྱུར་། །,"those enchained in the domain of the five desires, those driven along by many sorrows,102. ’And deceived amid the wilderness of birth and death, in ignorance of the way of escape, for these Bodhisattva has been born in the world, to open out a way of salvation.","79. ‘He will break open for the escape of living beings that door whose bolt is desire and whose two leaves are ignorance and delusion,--with that excellent blow of the good Law which is so hard to find."
c3f0aedf6200459b941ec5ee112cd0ed,svair mohapāśaiḥ pariveṣṭitasya duḥkhābhibhūtasya nirāśrayasya |lokasya saṃbudhya ca dharmarājaḥ kariṣyate bandhanamokṣam eṣaḥ || 1.75 ||,(9)世間貪欲火 境界薪熾然(10)興發大悲雲 法雨雨令滅(11)癡闇門重74扇 貪欲爲關鑰(12)閉塞諸群生 出要解脱門(13)金剛智慧鑷 拔恩愛逆75鑚」(14)愚癡網自纒 窮苦無所依(15)法王出世間 能解衆生縛,རང་གི་ལས་ཀྱི་ཞགས་པ་རྣམས་ཀྱིས་ཡོངས་དཀྲིས་ཤིང་། ། ༼༢༽སྡུག་བསྔལ་དག་གིས་མངོན་པར་ཟིལ་ནོན་རྟེན་མེད་པའི་། །འཇིག་རྟེན་རྣམས་ཀྱི་རྫོགས་པའི་བྱང་ཆུབ་བརྙེས་ནས་ཀྱང་། ། ཆོས་ཀྱི་རྒྱལ་པོ་འདིས་ནི་འཆིང་བ་མཐར་མཛད་འགྱུར་། །,"103. ’The fire of lust and covetousness, burning with the fuel of the objects of sense, (on the flames) he has caused the cloud of his mercy to rise, so that the rain of the law may extinguish them.104. ’The heavy gates of gloomy unbelief, fast kept by covetousness and lust, within which are confined all living things, he opens and gives free deliverance.105. ’With the tweezers of his diamond wisdom he plucks out the opposing principles of lustful desire.In the self-twined meshes of folly and ignorance all flesh poor and in misery, helplessly (lying),106. ’The king of the law has come forth, to rescue these from bondage.","80. ‘He, the king of the Law, when he has attained to supreme knowledge, will achieve the deliverance from its bonds of the world now overcome by misery, destitute of every refuge, and enveloped in its own chains of delusion."
4b62b14d137947ce8635f65c66c86015,tan mā kṛthāḥ śokam imaṃ prati tvam asmin sa śocyo ’sti38 manuṣyaloke |mohena vā kāmasukhair madād vā yo naiṣṭhikaṃ śroṣyati nāsya dharmam || 1.76 ||,(16)王莫以此子 自生憂悲患(17)當憂彼衆生 著欲違正法,རྨོངས་སམ་འདོད་པའི་བདེ་བ་ཡིས་སམ་རྒྱགས་ལས་རུང་། ། འདི་ཡི་མཐར་ཐུག་ཆོས་གང་ཐོས་པར་མི ༼༣༽བྱེད་པ་། །མི་ཡི་འཇིག་རྟེན་འདིར་དེ་མྱ་ངན་བྱ་བའི་གནས་། ། དེ་ཕྱིར་ཁྱེད་ཉིད་འདི་ལ་མྱ་ངན་མ་བྱེད་ཅིག་། །,"Let not the king in respect of this his son encourage in himself one thought of doubt or pain;107. ’But rather let him grieve on account of the world, led captive by desire, opposed to truth;","81. ‘Therefore make no sorrow for him,--that belongs rather, kind sire, to the pitiable world of human beings, who through illusion or the pleasures of desire or intoxication refuse to hear his perfect Law."
b295aad0995640458c28164b2165a1c5,bhraṣṭasya tasmāc ca guṇād ato me dhyānāni labdhvāpy akṛtārthataiva |dharmasya tasyā śravaṇād ahaṃ hi manye vipattiṃ tridive ’pi vāsam || 1.77 ||,(18)我今老死壞 遠離聖功徳(19)雖得諸禪定 而不獲其利(20)於此菩薩所 竟不聞正法(21)身壞命終後 必生三難天,ཡོན་ཏན་རྒྱ་མཚོ་འདི་ལས་འཁྲུལ་གྱུར་བདག་གི་ནི་། ། བསམ་གཏན་རྣམས་ནི་ཐོབ་ཀྱང་དོན་བྱས་མེད་ཉིད་དེ་། །དེ་ཡི་དམ་ཆོས་མ་ཐོས་པ་ལ་ཁོ་བོ་ནི་། ། མཐོ་རིས་དག་ན ༼༤༽གནས་ཀྱང་ཕུན་ཚོགས་མེད་པ་སྙམ་། །,"but I, indeed, amid the ruins of old age and death, am far removed from the meritorious condition of the holy one,108. ’Possessed indeed of powers of abstraction, yet not within reach of the gain he will give,to be derived from his teaching as the Bodhisattva; not permitted to hear his righteous law,109. ’My body worn out, after death, alas! (destined) to be born as a Deva still liable to the three calamities (old age, decay, and death), (therefore I weep).’","82. ‘Therefore since I have fallen short of that excellence, though I have accomplished all the stages of contemplation, my life is only a failure; since I have not heard his Law, I count even dwelling in the highest heaven a misfortune.’"
5ede0cc3d4c14d7c986256884135365e,iti śrutārthaḥ sasuhṛt sadāras tyaktvā viṣādaṃ mumude narendraḥ |evaṃvidho ’yaṃ tanayo mameti mene sa hi svām api sāravattām39 || 1.78 ||,(22)王及諸眷屬 聞彼仙人説(23)知其自憂歎 恐怖悉76以除,དེ་ལྟར་དོན་ཐོས་བཤེས་དང་བཅས་ཤིང་བཙུན་མོར་བཅས་། ། ཡིད་མི་བདེ་བ་དོར་ནས་མི་དབང་དགར་གྱུར་ལ་། །རྣམ་པ་དེ་ལྟར་བདག་གི་བུ་ནི་འདིའོ་ཞེས་། ། དེས་ནི་བདག་ཉིད་ལ་ནི་སྙིང་པོ་ལྡན་པར་བསམས་། །,"The king and all his household attendants, hearing the words of the Rishi,110. Knowing the cause of his regretful sorrow, banished from their minds all further anxiety:","83. Having heard these words, the king with his queen and his friends abandoned sorrow and rejoiced; thinking, ‘such is this son of mine,’ he considered that his excellence was his own."
f1c1a562bf5a45ccb8613d59ac9e5cda,ārṣeṇa40 mārgeṇa tu yāsyatīti cintāvidheyaṃ hṛdayaṃ cakāra |na khalv asau na priyadharmapakṣaḥ saṃtānanāśāt tu bhayaṃ dadarśa || 1.79 ||,(24)生此奇特子 我心得大安」(25)出家捨世榮 修習仙人道(26)77遂不紹國位 復令我不悦,འཕགས་པའི་ཆོས་རྣམས་ཀྱིས ༼༥༽ཀྱང་འགྲོ་བར་འགྱུར་རོ་ཞེས་། ། བསམ་པའི་རྣམ་པར་གཟུང་བྱ་སྙིང་ལ་བྱས་གྱུར་ཏེ་། །ངེས་པར་འདི་ནི་མི་སྡུག་ཆོས་ཀྱི་ཕྱོགས་མིན་ལ་། ། རིགས་རྒྱུད་ཉམས་པ་ལས་ནི་འོན་ཀྱང་འཇིགས་པ་མཐོང་། །,"’And now (the king. said) to have begotten this excellent son, gives me rest at heart;111. ’But that he should leave his kingdom and home, and practise the life of an ascetic, not anxious to ensure the stability of the kingdom, the thought of this still brings with it pain.’","84. But he let his heart be influenced by the thought, ‘he will travel by the noble path,’--he was not in truth averse to religion, yet still he saw alarm at the prospect of losing his child."
97e0e20951004368afac6965c2a6c23c,atha munir asito nivedya tattvaṃ sutaniyataṃ sutaviklavāya rājñe |sabahumatam udīkṣyamāṇarūpaḥ pavanapathena yathāgataṃ jagāma || 1.80 ||,(27)爾時彼仙人 向王眞實説(28)必如王所慮 當成正覺道,དེ་ནས་བུ་ལ་རྣམ་པར་འཁྲུགས་པའི་རྒྱལ་པོ་ལ་། ། བུ་ཡི་ངེས་པའི་དེ་ཉིད་རིག་པར་བྱས ༼༦༽ནས་སུ་། །གུས་བཅས་གྱེན་དུ་གཟུགས་མཐོང་དཀར་མིན་ཐུབ་པ་ནི་། ། རླུང་གི་ལམ་གྱིས་ཇི་ལྟར་འོངས་པར་གཤེགས་པར་གྱུར་། །,"112. At this time the Rishi, turning to the king with true words, said, ’It must be even as the king anticipates, he will surely arrive at perfect enlightenment.’","85. Then the sage Asita, having made known the real fate which awaited the prince to the king who was thus disturbed about his son, departed by the way of the wind as he had come, his figure watched reverentially in his flight."
5e692dc21e30496b9855c9944c49dab2,kṛtamitir41 anujāsutaṃ ca dṛṣṭvā munivacanaśravaṇe ca tanmatau ca |bahuvidham anukampayā sa sādhuḥ priyasutavad viniyojayāṃ cakāra || 1.81 ||,(29)於王眷屬中 安慰衆心已(3c1)自以己神力 騰78虚而遠逝,བློ་གྲོས་བྱས་པའི་སྲིང་མོའི་བུ་ཡང་མཐོང་ནས་ནི་། ། ཐུབ་པའི་གསུང་མཉན་པ་དང་དེ་ཡི་ལུགས་ལ་ནི་། ། རྣམ་མང་རྗེས་སུ་བརྩེ་བ་ཡིས་ནི་ལེགས་པ་དེས་། ༼༧༽སྡུག་པའི་བུ་བཞིན་དུ་ནི་སྦྱོར་བ་བྱེད་དུ་བཅུག་། །,"113. Thus having appeased every anxious heart among the king’s household, (the Rishi) by his own inherent spiritual power ascended into space and disappeared.","86. Having taken his resolution and having seen the son of his younger sister, the saint, filled with compassion, enjoined him earnestly in all kinds of ways, as if he were his son, to listen to the sage’s words and ponder over them."
62b954f87f77496486ae7c6227ba7966,narapatir api putrajanmatuṣṭo viṣayagatāni42 vimucya bandhanāni |kulasadṛśam acīkarad yathāvat priyatanayas43 tanayasya jātakarma || 1.82 ||,(2)爾時白淨王 見子奇特相(3)又聞阿私陀 決定眞實説(4)於子心敬重 79珍護兼常念(5)大赦於天下 牢獄悉解脱(6)世人生子法 隨宜取捨事(7)依諸經方論 一切悉皆爲,སྲས་པོ་སྐྱེས་པས་ཚིམ་པའི་མི་ཡི་བདག་པོ་ཡང་། ། ཡུལ་ལ་སོང་བའི་འཆིང་བ་རྣམས་ནི་རྣམ་སྤངས་ཏེ་། །སྲས་ཀྱི་ཡིད་འོང་སྲས་པོ་བལྟམས་པའི་ལས་དག་ནི་། ། རིགས་དང་འདྲ་བར་ཇི་ལྟ་བ་བཞིན་བྱེད་དུ་བཅུག་། །,"114. At this time Suddhodana râga, seeing the excellent marks (predictive signs) of his son, and, moreover, hearing the words of Asita, certifying that which would surely happen,115. Was greatly affected with reverence to the child, he redoubled measures for its protection,and (was  filled) with constant thought; (moreover) he issued decrees through the empire, to liberate all captives in prison.116. According to the custom when a (royal) son was born, giving the usual largess, in agreement with the directions of the Sacred Books, and extending his gifts to all; (or, all these things he did completely).","87. The monarch also, being well-pleased at the birth of a son, having thrown off all those bonds called worldly objects, caused his son to go through the usual birth-ceremonies in a manner worthy of the family."
0d7a842f2d254f86b9e38acf514c0bc7,daśasu pariṇateṣv ahaḥsu caiva44 prayatamanāḥ parayā mudā parītaḥ |akuruta japahomamaṅgalādyāḥ paramabhavāya45 sutasya devatejyāḥ || 1.83 ||,(8)生子滿十日 安隱心已泰(9)普祠諸天神 廣施於有道,ཞག་བཅུ་ཡོངས་སུ་འདས་པར ༼༦བ༡༽གྱུར་བ་ཉིད་ཀྱི་ཚེ་། ། མཆོག་གི་དགའ་བ་རབ་ལྡན་སྙོམས་པར་གྱུར་པའི་ཡིད་། །སྲས་ལས་མཆོག་ཏུ་འགྱུར་ཕྱིར་ལྷ་ཡི་མཆོད་པ་ནི་། ། བཟླས་བརྗོད་དང་ནི་སྦྱིན་སྲེག་བཀྲ་ཤིས་ལ་སོགས་བྱས་། །,"117. The child when ten days old, (his father’s) mind being now quite tranquil, he announced a sacrifice to all the gods, and prepared to give liberal offerings to all the religious bodies;","88. When ten days were fulfilled after his son’s birth, with his thoughts kept under restraint, and filled with excessive joy, he offered for his son most elaborate sacrifices to the gods with muttered prayers, oblations, and all kinds of auspicious ceremonies."
72dfece2cd344ebd965441cae73a74fe,api ca śatasahasrapūṛnasaṃkhyāḥ sthirabalavattanayāḥ sahemaśṛṅgīḥ |anupagatajarāḥ payasvinīr gāḥ svayam adadāt sutavṛddhaye dvijebhyaḥ || 1.84 ||,(10)沙門婆羅門 呪願祈80吉福(11)81嚫施諸群臣 及國中貧乏(12)村城婇女衆 牛馬象82財錢(13)各隨彼所須 一切皆給與,གཞན་ཡང་བརྒྱ་དང་སྟོང་ཕྲག་ཡོངས་སུ་གང་བའི་གྲངས་། ། བརྟན་དང་སྟོབས་ལྡན་བུ་རྣམས ༼༢༽གསེར་གྱི་རྭར་བཅས་ཤིང་། །རྒས་པ་ཉེ་བར་འོངས་མིན་སྭ་མ་ལྡན་པའི་བ་། ། རང་གི་སྲས་འཕེལ་ཕྱིར་ན་གཉིས་སྐྱེས་རྣམས་ལ་བྱིན་། །,"118. Srâmanas and Brâhmanas invoked by their prayers a blessing from the gods, whilst he bestowed gifts on the royal kinspeople and the ministers and the poor within the country;119. The women who dwelt in the city or the villages, (all those who needed) cattle or horses or elephants or money, each, according to his necessities, was liberally supplied;","89. And he himself gave to the Brâhmans for his son’s welfare cows full of milk, with no traces of infirmity, golden-horned and with strong healthy calves, to the full number of a hundred thousand."
8f4205cec5ee41c2a3d3a5716c17586f,bahuvidhaviṣayās tato yatātmā svahṛdayatoṣakarīḥ kriyā vidhāya |guṇavati niyate46 śive muhūrte matim akaron muditaḥ purapraveśe || 1.85 ||,(14)卜擇選良時 遷子還本宮(15)二飯白淨牙 七寶莊嚴輿(16)雜色83珠絞絡 明84焔極光澤,དེ་ནས་སྙོམས་པའི་བདག་ཉིད་ཀྱིས་ནི་རྣམ་མང་ཡུལ་། ། རང་སེམས་ཚིམ་བར་བྱེད་པའི་བྱ་བ་རྣམས་བྱས་ནས་། །ཡོན་ཏན་ལྡན་ཞིང་དགེ་བའི་ཡུད་ཙམ་ངེས་པ་ན་། ། ༼༣༽གྲོང་ཁྱེར་རབ་ཏུ་འཇུག་ལ་དགའ་བས་བློ་གྲོས་མཛད་། །,"120. Then selecting by divination a lucky time, they took the child back to his own palace; with a double-feeding white-pure-tooth, carried in a richly-adorned chariot (cradle),121. With ornaments of every kind and colour round his neck; shining with beauty, exceedingly resplendent with unguents.","90. Then he, with his soul under strict restraint, having performed all kinds of ceremonies which rejoiced his heart, on a fortunate day, in an auspicious moment, gladly determined to enter his city."
49e2796dade54f118467e1acdd601a48,dviradaradamayīm atho mahārhāṃ sitasitapuṣpabhṛtāṃ maṇipradīpām |abhajata śivikāṃ śivāya devī tanayavatī praṇipatya devatābhyaḥ || 1.86 ||,(17)夫人抱太子 周匝禮天神(18)然後昇寶輿 婇女衆隨侍,དེ་ནས་མཆེ་གཉིས་མཆེ་བ་ལས་བྱུང་རིན་ཐང་ཆེ་། ། དཀར་པོའི་མེ་ཏོག་གིས་སྤྲས་ནོར་བུའི་སྒྲོན་། །ཁྲི་ལ་དགེ་བའི་ཕྱིར་ནི་ལྷ་མོ་སྲས་ལྡན་མ་། ། ལྷ་རྣམས་ལ་ནི་རབ་ཏུ་བཏུད་ནས་བསྙེན་པར་གྱུར་། །,"The queen embracing him in her arms, going around, worshipped the heavenly spirits.122. Afterwards she remounted her precious chariot, surrounded by her waiting women;","91. Then the queen with her babe having worshipped the gods for good fortune, occupied a costly palanquin made of elephants’ tusks, filled with all kinds of white flowers, and blazing with gems."
6075230e54374325a8be4ac6e6aee589,puram atha purataḥ praveśya patnīṃ sthavirajanānugatām apatyanāthām |nṛpatir api jagāma paurasaṃghair divam amarair maghavān ivārcyamānaḥ || 1.87 ||,(19)王與諸臣民 85一切倶導從(20)猶如天帝釋 諸天衆圍遶,དེ་ནས་གནས་བརྟན་སྐྱེ་མོ ༼༤༽རྗེས་འབྲང་སྲས་མགོན་མ་། ། བདག་པོ་ལྡན་མ་གྲོང་ལ་མདུན་དུ་རབ་ཞུགས་ནས་། །མཆོད་ལྡན་ལྷ་ན་ལྷ་རྣམས་ཀྱིས་ནི་བརྒྱ་བྱིན་བཞིན་། ། མི་བདག་ཉིད་ཀྱང་གྲོང་བའི་ཚོགས་ཀྱིས་གཤེགས་པར་གྱུར་། །,"the king, with his ministers and people, and all the crowd of attendants, leading the way and following,123. Even as the ruler of heaven, Sakra, is surrounded by crowds of Devas;","92. Having made his wife with her child enter first into the city, accompanied by the aged attendants, the king himself also advanced, saluted by the hosts of the citizens, as Indra entering heaven, saluted by the immortals."
c57503f0a5cb4569a8051cc1c39ec028,bhavanam atha vigāhya śākyarājo bhava iva ṣaṇmukhajanmanā pratītaḥ |idam idam iti harṣapūrṇavaktro bahuvidhapuṣṭiyaśaskaraṃ vyadhatta || 1.88 ||,(21)如摩醯首羅 忽生86六面子(22)設種種衆具 供給及請福(23)今王生太子 設衆具亦然,དེ་ནས་གདོང་དྲུག་སྐྱེས་པས་ཡིད་ཆེས་དབང་ཕྱུག་བཞིན་། ། ཤའཀྱའི་རྒྱལ་པོས་གྲོང ༼༥༽ཁྱེར་རྣམ་པར་ཁྱབ་མཛད་དེ་། །ཞལ་ནི་དགའ་བས་རབ་གང་འདི་དང་འདི་ཞེས་པའི་། ། སྲིད་འཕེལ་རྒྱས་པ་དང་ནི་གྲགས་དང་སྙན་པ་མཛད་། །,"as Mahesvara, when suddenly his six-faced child was born,124. Arranging every kind of present, gave gifts, and asked for blessings; so now the king, when his royal son was born, made all his arrangements in like manner;","93. The Sâkya king, having entered his palace, like Bhava well-pleased at the birth of Kârttikeya, with his face full of joy, gave orders for lavish expenditure, showing all kinds of honour and liberality."
