id,P001786,P001787,P001788,P001789,P001790,P001791
6fe1cccfb1ef4b3290e7e89a0b0ccf2f,geyam (geyyam),དབྱངས་ཀྱིས་བསྙད་པའི་སྡེ,美音經; 應頌; 重頌; 祇夜; 祗夜,གེཡṃ་ཞེས་བྱ་བ་གཻ་ཀཻ་ཤབད་ཞེས་བྱ་སྟེ་། མདོ་སྡེ་བཤད་པའི་དོན་དབྱངས་ཀྱིས་བརྗོད་པས་ན་དབྱངས་ཀྱིས་བསྙད་པ་ཞེས་བྱ་། ཡང་རྣམ་པ་གཅིག་ཏུ་ན་གཱཏབ༹ྱཱད་གེཡ་ཞེས་བྱ་སྟེ་། མདོ་སྡེ་ལས་འབྱུང་བའི་ཚིག་ཉིད་གཟུ་བོར་མ་གསུངས་ཏེ་དྲང་བའི་དོན་དུ་གསུངས ༼༣༽པ་ལ་། ད་དུང་བཤད་ཅིང་ཤེས་པར་བྱ་བ་གཞན་ཡོད་པས་ན་བརྟག་པར་བྱ་བར་ཡང་དྲང་དུ་ནི་རུང་མོད་ཀྱིས་དབྱངས་ཀྱིས་བསྙད་པར་ཉེ་བས་ན་དབྱངས་ཀྱིས་བསྙད་པའི་སྡེ་ཞེས་བྱ་།,,-
f1938497cdd24adb936d3db77a0a0ea3,vyākaraṇam,ལུང་བསྟན་པའི་སྡེ,授記經; 記別; 授記; 和伽那,བ༹ྱཱཀརང་ཞེས་བྱ་བ་བྱང་ཆུབ་སེམས་དཔའ་དང་། ཉན་ཐོས་ལ་སོགས་པ་འདས་པ་དང་མ་འོངས་པ་དང་ད ༼༤༽ལྟར་གྱི་ཅིར་གྱུར་པ་དང་འགྱུར་བ་ལ་སོགས་པ་གཞན་གྱིས་མི་རྟོགས་པ་བྱེ་བྲག་ཏུ་ལུང་སྟོན་པས་ན་ལུང་དུ་བསྟན་པའི་སྡེ་ཞེས་བྱ་།,,-
1e11f299b36944159490df7d3eeb9b30,gāthā,ཚིགས་སུ་བཅད་པའི་སྡེ,伽陀; 諷頌; 記句經; 孤起; 詩偈,གཱཐཱ་ཞེས་བྱ་བ་ནི་ཚིགས་སུ་བཅད་པ་རྩ་བ་གཉིས་པ་དང་། གསུམ་པ་དང་། བཞི་པ་དང་། ལྔ་པ་དང་། དྲུག་པར་སྦྱར་ཏེ་བཤད་པས་ན་ཚིགས་སུ་བཅད ༼༥༽པའི་སྡེ་ཞེས་བྱ་།,,-
a4e202ceabea4708b1a02ae39624735c,udānam (uddānam),ཆེད་དུ་བརྗོད་པའི་སྡེ,優陀那; 讚嘆經; 自說; 無問自說,ཨུདཱན་ཞེས་བྱ་བ་ཨ་སེརྱ་དྷ་ན་ཨུ་དཱན་ཞེས་བྱ་སྟེ་། གང་ཟག་འགའ་ཞིག་གི་ཕྱིར་བཤད་པ་མ་ཡིན་གྱི་། སངས་རྒྱས་ཀྱི་བསྟན་པ་ཡུན་རིང་དུ་གཞག་པའི་ཕྱིར་གཞན་གྱིས་མ་བསྐུལ་མ་གསོལ་བར་ཆེད་དུ་བརྗོད་ཅིང་གསུངས་པ་ལ་བྱ་སྟེ་། དཔེར་ན་ཕྱི་དྲོའི་དུས་ཀྱི ༼༦༽ཚེ་བཅོམ་ལྡན་འདས་ནང་དུ་ཡང་དག་འཇོག་ལས་བཞེངས་ཏེ་གདན་ལ་བཞུགས་ནས་དགེ་སློང་གི་དགེ་འདུན་རྣམས་ལ་ཆེད་དུ་བརྗོད་པ་འདི་ཆེད་དུ་བརྗོད་དོ་ཞེས་མདོ་ལས་གསུངས་པ་ལྟ་བུ་སྟེ་ཆེད་དུ་བརྗོད་པའི་སྡེ་ཞེས་བྱ་།,,-
a61c4790b14144a0b07fbc4473fd130a,nidānam,གླེང་གཞིའི་སྡེ,尼陀那; 廣演經; 因緣; 因緣經,ནིདཱནན་ཞེས་བྱ་བ་ནི་མདོ་སྡེ་དང་འདུལ་བ་ལ་སོགས་པ་ཐོག་མ ༼༧༽ཇི་ལས་གླེངས་ཏེ་བཤད་པ་དང་། གཞི་འདི་དང་སྐབས་འདི་དང་བྱུང་བ་འདིའི་ཚེ་བསླབ་པ་བཅས་པ་ལྟ་བུ་ལ་བྱ་སྟེ་། གླེང་གཞིའི་སྡེ་ཞེས་བྱ་།,,-
af2021a00dfc456fb206ea9444fa1c36,avadānam,རྟོགས་པར་བརྗོད་པའི་སྡེ,譬喻; 演說解悟經; 阿波陀那,ཨབ༹དཱན་ཞེས་བྱ་བ་། ཡཏྲཱབ༹གམརཐམ་ཨཉསྱཱདཱནṃ་དṛṣṭཨཱནཏབི༹སྟཱརསྱ་ཞེས་བྱ་སྟེ་། ཆོས་ཉན་པ་རྣམས་ཀྱིས་གོ་ཞིང་རྟོགས་པར་བྱ་བའི་ཕྱིར ༼༡༤༣ཨ༡༽སྔོན་བཏགས་པར་བྱུང་བ་གཞན་ལས་དྲངས་ཏེ་། དཔེ་རྒྱས་པར་བསྟན་པས་ན་རྟོགས་པ་བརྗོད་པའི་སྡེ་ཞེས་བྱ་།,,-
20148729721b45308e12ce8e3bb81c54,itivṛttakam,དེ་ལྟ་བུ་བྱུང་བའི་སྡེ,本事; 此說他事; 伊帝曰多伽,ཨིཏིབ༹ṛཏཏཀ་ཞེས་བྱ་བ་ནི་ཨིཏི་ནི་ཨེབ༹ṃ་སྟེ་དེ་ལྟ་བུ་། བ༹ṛཏཏཀṃ་ཞེས་བྱ་བ་ནི་བྱུང་བའམ་འབྱུང་འགྱུར་ལ་བྱ་སྟེ་། སྔོན་བྱུང་བའི་གཏམ་བཟླས་ཤིང་བཤད ༼༢༽པ་ཡིན་པས་ན་དེ་ལྟ་བུ་བྱུང་བའི་སྡེ་ཞེས་བྱ་།,,-
4d1729bff65242c6ad7db487541e913e,jātakam,སྐྱེས་པའི་རབས་ཀྱི་སྡེ,降生經; 本生,ཇཱཏཀ་ཞེས་བྱ་བ་ནི་བཅོམ་ལྡན་འདས་སྔོན་བྱང་ཆུབ་སེམས་དཔའི་སྤྱད་པ་སྤྱོད་པའི་ཚེ་གང་དང་གང་དུ་སྐྱེས་པ་དང་། དཀའ་བ་ཅི་དད་ཅི་མཛད་པ་བཤད་པ་ཡིན་པས་སྐྱེས་པའི་རབས་ཀྱི་སྡེ་ཞེས་བྱ་།,,-
d17749b67f9d4849bb7684cf7389c440,vaipulyam,ཤིན་ཏུ་རྒྱས་པའི་སྡེ,最廣大經; 方廣; 毘佛畧,བཻ༹པུལྱ་ཞེས་བྱ་བ་ནི་བི༹པུལྱསྱ་བྷཱབ༹་བཻ༹༼༣༽པུལྱ་ཞེས་བྱ་སྟེ་། ཤིན་ཏུ་རྒྱས་པར་བཤད་པས་སམ་། མདོ་སྡེ་རྒྱ་ཆེན་པོའི་ནང་ནས་ས་དང་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སོགས་པ་ཤིན་ཏུ་རྒྱ་ཆེ་ཞིང་ཡངས་པར་བཤད་པ་ཡིན་པས་ན་ཤིན་ཏུ་རྒྱས་པའི་སྡེ་ཞེས་བྱ་།,,-
9ba4a093072e4d32b38897daf5db5e4e,adbhūtadharmaḥ,རྨད་དུ་བྱུང་བའི་ཆོས་ཀྱི་སྡེ,未曾有; 希法; 最勝經; 阿浮達磨,ཨདབྷུཏ་དྷརམམ་ཞེས་བྱ་བ་ནི་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ ༼༤༽དང་ཉན་ཐོས་རྣམས་ཀྱི་མཁྱེན་པ་དང་རྫུ་འཕྲུལ་དང་བྱིན་གྱིས་རླབས་ངོ་མཚར་རྨད་དུ་བྱུང་བ་བཤད་པ་ཡིན་པས་ན་རྨད་དུ་བྱུང་བའི་ཆོས་ཀྱི་སྡེ་ཞེས་བྱ་།,,-
61d6785f80c54a56a01564fc34893836,upadeśaḥ,གཏན་ལ་ཕབ་པར་བསྟན་པའི་སྡེ,論議; 優波提舍; 近事請問經,ཨུཔདེཤ་ཞེས་བྱ་བ་ནི་མདོ་སྡེའི་དོན་དེ་ཁོ་ན་ཉིད་མཐོང་བ་གཞན་གྱིས་ཞིབ་མོར་བཤད་ཅིང་གཏན་ལ་བབ་པ་རྗེས་སུ་མཐུན་པའི ༼༥༽ཆོས་བཤད་པའི་མ་མོ་ལྟ་བུ་ཆོས་མངོན་པ་ལ་བྱ་བས་ན་གཏན་ལ་ཕབ་པའི་སྡེ་ཞེས་བྱ་།,,-
eac35141531046ce9794309696485cfe,dharmaparyāyaḥ,ཆོས་ཀྱི་རྣམ་གྲངས,法次和名目; 法門,-,,-
7014d8b4e40a48c2b846eff94567e8cb,brahmacāryam,ཚངས་པར་སྤྱོད་པ,梵行經; 淨行,བྲཧམཅཱརྱ་ཞེས་བྱ་བ་བྲཧམ་བྷūཏ་ཤīཏ་བྷūཏ་ཞེས་བྱ་སྟེ་། ཚངས་པ་འམ་བསིལ་བར་གྱུར་པས་ཏེ་དོན་དུ་ན་མྱ་ངན་ལས་འདས་པ་ལ་བྱ་། ཅཱརྱ་ཏ་ར་ག་ཏཽ་ཞེས་བྱ་སྟེ་གང་གིས་ཐོབ་པར་འགྱུར་ཞིང་། ༼༦༽སྤྱོད་པ་ལ་བྱ་བས་ན་མྱ་ངན་ལས་འདས་པར་བྱ་བའི་ཕྱིར་སྤྱོད་པས་ན་ཚངས་པར་སྤྱོད་པ་ཞེས་བྱ་།,,-
8d776ff82f1147309ad80767961d26fd,ādau kalyāṇam,ཐོག་མར་དགེ་བ,初善; 初善經,ཨཱདཽ་ཀལྱཱང་ཞེས་བྱ་བ་ཨཱ་དཽ་ནི་དང་པོ་ཡིན་ཏེ་ཚངས་པར་སྤྱོད་པའི་དང་པོ་ལ་བྱ་། ཀལྱཱང་ནི་གསེར་བཟང་པོ་ཅིར་ཡང་བཅོས་ཤིང་བརྡུང་དུ་རུང་བ་དང་འདྲ་བར་ཡོན་ཏན་གྱི་རིམ་པ་གོང་མ ༼༧༽ཀུན་གྱི་སྣོད་དུ་རུང་བར་འགྱུར་བས་ན་དགེ་བ་ལ་བྱ་སྟེ་། སྤྱིར་ན་དང་པོ་ལྷག་པའི་ཚུལ་ཁྲིམས་དང་ལྡན་པས་དགེ་བ་ཐམས་ཅད་ཀྱི་གཞིར་གྱུར་པས་ན་ཐོག་མར་དགེ་བ་ཞེས་བྱ་།,,-
66cf44e5a6ca45128ee8e0b252078e6c,madhye kalyāṇam,བར་དུ་དགེ་བ,中善; 中善經,མདྷྱེ་ཀལྱཱང་ཞེས་བྱ་བ་ཚངས་པར་སྤྱོད་པའི་བར་མ་ནི་བསམ་གཏན་བཞི་ལ་སོགས་པ་སེམས་མཉṃ་པར ༼༡༤༣བ༡༽ གཞག་པའི་མིང་སྟེ་། ལྷག་པའི་སེམས་ལ་བྱ་བས་ན་བར་དུ་དགེ་བ་ཞེས་བྱ་།,,-
6cc965c08ae94a0c99c3f175bf89244d,paryavasāne kalyāṇam,ཐ་མར་དགེ་བ,後善; 後善經,པརྱབ༹སཱནེཀལྱཱ་ན་ཞེས་བྱ་བ་ཚངས་པར་སྤྱོད་པའི་ཐ་མ་ནི་འཕགས་པའི་ཡེ་ཤེས་ཀྱིས་དོན་དམ་པའི་བདེན་པ་རྟོགས་པས་ན་ལྷག་པ་ཤེས་རབ་ལ་ཐ་མར་དགེ་བར་ཞེས་བྱ་།,,-
bc6043c7a21a4d3b97a1a6a0d3cd5568,svartham,དོན་བཟང་པོ,妙義; 義善; 義妙,སབ༹རཐṃ་ཞེས་བྱ་བ་སུ་ནི་བཟང་པོ་། ཨརཐ་ནི་དོན ༼༢༽ཏེ་དོན་མ་ལོག་པར་བསྟན་པས་ན་དོན་བཟང་པོ་ཞེས་བྱ་།,,-
42c84d54e409437e9da6adc4c2710fe1,suvyañjanam,ཚིག་འབྲུ་བཟང་པོ,妙言辭; 語善; 字言妙,སུབ༹ྱཉཇན་ཞེས་བྱ་བ་སུ་ནི་བཟང་པོ་། བྱཉཇ་ན་ནི་ཚིག་འབྲུ་སྟེ་། ཚངས་པར་སྤྱོད་པ་བཤད་པའི་ཚིག་འབྲུ་གོ་ཞིང་བརྡ་ཕྲད་པར་སླ་སྟེ་། བརྗོད་པ་ཕུན་སུམ་ཚོགས་པའི་ཕྱིར་ཚིག་འབྲུ་བཟང་པོ་ཞེས་བྱ་།,,-
c455235b3e9441daae2b628ddfb4bb5d,kevalam,མ་དྲེས་པ,不雜; 純一無雜; 不類,ཀེབ༹ལṃ་ཞེས་བྱ་བ་ཨསཱདྷཱརངཏབཱ༹ད ༼༣༽ཀེབ༹ལṃ་ཞེས་བྱ་སྟེ་། མུ་སྟེགས་ཅན་ལ་སོགས་པ་ཕལ་དང་ཐུན་མོང་མ་ཡིན་པའི་ཕྱིར་མ་འདྲེས་པ་ཞེས་བྱ་།,,-
b945de4f5e1944e982e266a6136dac27,paripūrṇam,ཡོངས་སུ་རྫོགས་པ,圓融; 圓滿,པརིཔūརངངṃ་ཞེས་བྱ་བ་སརབ༹ཀླེཤཔྲཏིཔཀṣཨཏབཱ༹ད་པརིཔūརངངṃ་ཞེས་བྱ་སྟེ་། སྲིད་པའི་རྩེ་མོ་མན་ཆད་ཀྱི་ཉོན་མོངས་པ་མ་ལུས་པར་རྫོགས་པར་སྤོང་ནུས་པས་ན་ཡོངས་སུ་རྫོགས་པ་ཞེས་བྱ་།,,-
2706acf03ac34bb2b970d86c8c54a259,pariśuddham,ཡོངས་སུ་དག་པ,皆淨; 清淨; 悉清,༼༤༽པརིཤུདདྷ་ཞེས་བྱ་བ་སབ༹བྷཱབ༹བི༹མུཀཏྱཱ་བི༹མུཀཏ་ཏབཱ༹ཏ་པརི་ཤུདདྷ་ཞེས་བྱ་སྟེ་། འཕགས་པའི་ལམ་ཟག་པ་མེད་པའི་རང་བཞིན་གྱིས་རྣམ་པར་གྲོལ་ཏེ་གཙང་བས་ན་ཡོངས་སུ་དག་པ་ཞེས་བྱ་།,,-
557116cf28d741278b72df042fdd991e,paryavadātam,ཡོངས་སུ་བྱང་བ,皆消除; 悉淨,པརྱབ༹དཱཏṃ་ཞེས་བྱ་བ་། སནཏ་ན་བི༹མུཀཏྱཱ་བི༹མུཀཏ་ཏབཱ༹ཏ་པརྱབ༹དཱཏན་ཞེས་བྱ་སྟེ་། ཟག་པ་ཟད་པ་རྣམས་ཀྱི ༼༥༽སེམས་ཀྱི་རྒྱུན་ལ་། འཕགས་པའི་ལམ་འབྱུང་སྟེ་། གང་ཟག་སོ་སོའི་སེམས་ཀྱི་རྒྱུད་རྣམ་པར་གྲོལ་ཞིང་བྱང་བས་ན་ཡོངས་སུབ༹ྱང་བ་ཞེས་བྱ་།,,-
3e1b871018394a9bb41abb3353a75ce8,abhivadamānā abhivadanti,མངོན་པར་བརྗོད་པས་མངོན་པར་བརྗོད་པ,現前說; 以明言現說,-,,-
5ae0a92eba734a789927d3bfd8bb2c2a,svākhyāto bhagavato dharmaḥ,བཅོམ་ལྡན་འདས་ཀྱི་ཆོས་ནི་ལེགས་པར་གསུངས་པ,世尊之法善言; 演說如來法,སབཱ༹ཁྱཱཏོ་བྷགབ༹ཏོ་དྷརམམ་ཞེས་བྱ་བ་། ཨབི༹པརྱསྟསམཱཁྱཱནཱཏ་སūཀཏ་སབཱ༹ཁྱཱཏ་ཞེས་བྱ་བ་། སངས་རྒྱས་ཀྱི་ཆོས་ཕྱིན་ཅི་མ་ལོག་པར་བསྟན་པས་ན་བཅོམ ༼༦༽ལྡན་འདས་ཀྱི་ཆོས་ནི་ལེགས་པར་གསུངས་པ་ཞེས་བྱ་།,,-
dfed546b568142faa08ca8aebd6752c9,sāṃdṛṣṭikaḥ,ཡང་དག་པར་མཐོང་བ,見真正,སཱṃདṛṣṭཨིཀ་ཞེས་བྱ་བ་དṛṣṭཨཱརཐཏབཱ༹ད་སཱṃདṛṣṭཨིཀ་ཞེས་བྱ་སྟེ་། དད་པ་ཙམ་གྱིས་རྟོགས་པ་མ་ཡིན་གྱི་། ཡང་དག་པའི་ཤེས་རབ་ཀྱིས་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་མ་ནོར་བར་མཐོང་བས་ན་ཡང་དག་པར་མཐོང་བ་ཞེས་བྱ་།,,-
8c23f78bc4f74edeb11df8de8fd44375,nirjvaraḥ,ནད་མེད་པ,無害,ནིརཇབ༹ར ༼༧༽ཞེས་བྱ་བ་། ཀླེཤཱནུཤཡཔྲཏིཔ༡༢ཀṣཨཏབཱ༹ད་ནིརཇབ༹ར་ཞེས་བྱ་སྟེ་། ཉོན་མོངས་པ་བག་ལ་ཉལ་གྱི་གཉེན་པོ་ཡིན་པས་ཉོན་མོངས་པ་དང་། ཉེ་བའི་ཉོན་མོངས་པའི་རིམས་ནད་བསལ་ཞིང་ཡོངས་སུ་ཉམས་པར་མི་འགྱུར་བས་ན་ནད་མེད་པ་ཞེས་བྱ་།,,-
3e916894f4ce46bd96d68eff843d9641,ākālikaḥ,དུས་ཆད་པ་མེད་པ,無間斷; 無期節,ཨཀཱལིཀ་ཞེས་བྱ་བ་རྣམ་པ་གཅིག ༼༡༤༤ཨ༡༽ཏུ་ན་ཀཱལནིཡམཱབྷཱབཱ༹ད་ཨཀཱལིཀཱ་ཞེས་བྱ་སྟེ་། སྐབས་གང་དུ་ཡང་སྒོམ་དུ་རུང་སྟེ་། དུས་ངེས་པ་མེད་པའི་ཕྱིར་དུས་ཆད་པ་མེད་པ་ཞེས་བྱ་། ཡང་རྣམ་པ་གཅིག་ཏུ་ན་སརབ༹ཀཱལསུཁཅར྄ཏབཱ༹ད་ཨཀཱལིཀཱ་ཞེས་བྱ་སྟེ་། སྤྱོད་ལམ་བཞི་པོའི་དུས་ཀུན་ཏུ་བྱ་བར་སླ ༼༢༽བས་དུས་ཆད་པ་མེད་པ་ཞེས་བྱ་།,,-
185123639db643548fa311d1c416be43,aupanāyikaḥ,ཉེ་བར་གཏོད་པ,付近; 時授,ཨཽཔནཡིཀཱ་ཞེས་བྱ་བ་ཨཤེṣཨདུḥཁནིརྱཱངོཔནཡནཱད་ཨཽཔནཡིཀཱ་ཞེས་བྱ་སྟེ་། སྡུག་བསྔལ་མ་ལུས་པ་ལས་འབྱུང་བ་ཉེ་བར་སྤྱོད་པའི་ཕྱིར་ཉེ་བར་གཏོད་པ་ཞེས་བྱ་།,,-
500a2a36a5764c0684f994004c22e0b5,aihipaśyikaḥ,འདི་མཐོང་བ་ལ་ཡོད་པ,此在所觀,ཨཻཧིཔཤྱིཀ་ཞེས་བྱ་བ་ཨསཱདྷཱརངཏབཱ༹ད་ཨཻཧཔཤྱིཀ་ཨིཧ་པཤྱེṣṭཨ༼༣༽བྷབ༹་ཞེས་བྱ་སྟེ་། ཆོས་འདི་མཐོང་བ་རྣམས་ལ་ཡོད་པས་མུ་སྟེགས་ཅན་དང་ཐུན་མོང་མ་ཡིན་པའི་ཕྱིར་འདི་མཐོང་བ་ལ་ཡོད་པ་ཞེས་བྱ་། ཡང་རྣམ་པ་གཅིག་ཏུ་ན་། ཨཱཅཱརྱམུṣṭཨིརཧིཏཏབཱ༹ད་ཨིཧ་པཤྱེཏི་པྲབཱ༹རངཡོགཱད་ཅེས་བྱ་སྟེ་། སློབ་དཔོན་འཆབ་པ་མེད་པས་འདི་ལ ༼༤༽ལྟོས་ཤིག་ཅེས་སྐབས་འབྱེད་པ་དང་ལྡན་པའི་ཕྱིར་འདི་ལྟོས་ལྡན་ཞེས་ཀྱང་བྱ་སྟེ་། ཚིག་རྣམ་པ་གཉིས་སུ་དྲང་དུ་རུང་གིས་ཀྱང་དོན་སྔོན་མ་དང་སྦྱར་ཏེ་བཤད་ན་བཟང་ཞིང་ཚིག་ཀྱང་བདེ་སྟེ་། འདི་མཐོང་བ་ལ་ཡོད་པ་ཞེས་བཏགས་།,,-
773bfe4a0b2543bd920b0cd44d7a0b0b,pratyātmavedanīyo vijñaiḥ,མཁས་པ་རྣམས་ཀྱིས་རང་གིས་རིག་པར་བྱ་བ,諸能人自覺; 自覺悟,པྲཏྱཱཏམབེ༹དནīཡོ་བི༹ཇཉཻ་ཞེས་བྱ་བ་ཨཏརྐྱཏབཱ༹ད་པྲཏྱཱཏམབེ༹༼༥༽དབི༹ཇཉཻ་ཞེས་བྱ་སྟེ་། རྣམ་པ་གཅིག་ཏུ་ན་རྟོག་གེའི་ཡུལ་མ་ཡིན་ཏེ་། ཤེས་རབ་ཅན་རྣམས་ཀྱིས་རྟོགས་པར་བྱ་བ་ཡིན་པ་དང་། ཡང་རྣམ་པ་གཅིག་ཏུ་ན་ཨནབྷིལཱཔྱཏབཱ༹ད་པྲཱཏྱཱཏམབེ༹དནīཡ་ཞེས་བྱ་སྟེ་། བརྗོད་དུ་མེད་པའི་ཕྱིར་སོ་སོར་རང་གི་རིག་པར་ཟད་པས་མཁས་པ་རྣམས་ཀྱིས་རིག ༼༦༽པར་བྱ་བ་ཞེས་བྱ་།,,-
10961718f2fb4f3580b9d9fd267ee054,svākhyāto bhagavato dharmavinayaḥ supraveditaḥ,བཅོམ་ལྡན་འདས་ཀྱིས་ལེགས་པར་གསུངས་པའི་ཆོས་འདུལ་བ་ནི་ལེགས་པར་བསྟན་པ,世尊所說法律者善示; 演說如來法律,སབཱ༹ཁྱཱཏོ་བྷགབ༹ཏོ་དྷརམམབི༹ནཡ་སུཔྲབེ༹དིཏḥ་ཞེས་པ་ཉཱཡཏབཱ༹ད་ཨབི༹པརīཏརཐཏབེ༹ན་དྷརམམཀླེཤབི༹ནཡ་ཞེས་བྱ་སྟེ་། བཅོམ་ལྡན་འདས་ཀྱིས་ལེགས་པར་གསུངས་པའི་ཆོས་འདུལ་བ་གཞན་ཕྱི་རོལ་པ་དང་མི་འདྲ་བར་ལེགས་པར་བསྟན་ཅིང་གོ་བར་བྱས་ཏེ་། རིགས་པ་དང ༼༧༽ལྡན་པས་ན་ཆོས་། ཉོན་མོངས་པ་ཞི་ཞིང་དུལ་བར་བྱེད་པས་ན་འདུལ་བ་སྟེ་ཚིག་བསྡུས་ན་བཅོམ་ལྡན་འདས་ཀྱིས་ལེགས་པར་གསུངས་པའི་ཆོས་འདུལ་བ་ལེགས་པར་བསྟན་པ་ཞེས་བྱ་།,,-
9fe8162e676c4b6b8b3458f679263a87,nairyāṇikaḥ saṃbodhigāmī,ངེས་པར་བྱུང་བ་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་འགྲོ་བར་བྱེད་པ,定出現菩提; 決定現向於菩提住,ནཻརྱཱངིཀ་སṃབོདྷིགཱམī་ཞེས་བྱ་བ་། སṃབོདྷིགཱམིཏབེ༹ན་ནཻརྱཱངིཀ་ཞེས་བྱ་བ་སྟེ་། ཚིག་འདི་གཉིས་ནི་འོག་མས ༼༡༤༤བ༡༽གོང་མ་བཤད་པ་ཡིན་ཏེ་། རྫོགས་པའི་བྱང་ཆུབ་ཏུ་འགྲོ་བར་བྱེད་པས་མྱ་ངན་ལས་འདས་པར་ངེས་པར་འབྱུང་བའི་ཕྱིར་ངེས་པར་འབྱུང་བ་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་འགྲོ་བར་བྱེད་པ་ཞེས་བྱ་།,,-
5721d024373d42b79094cdba6f57078b,abhinnaḥ saṃstūpaḥ,མི་མཐུན་པ་མེད་ཅིང་འདུས་པ་དང་ལྡན་པ,具無逆集聚,ཨབྷིནན་སསཏūཔ་ཞེས་བྱ་བ་ནི་བཅོམ་ལྡན་འདས་ཀྱི་གསུང་རབ་ལ་ཉན་ཐོས་རྣམས་ལྟ་བ་མི་མཐུན་པ་མེད་དེ་། ༼༢༽གཅིག་ཏུ་འདུས་པས་ན་མི་མཐུན་པ་མེད་ཅིང་འདུས་པ་དང་ལྡན་པ་ཞེས་བྱ་།,,-
e5e788ba925243b0b61f22d985252295,sapratiśaraṇaḥ,བརྟེན་པ་ཡོད་པ,有所依者,སཔྲཏིཤརང་ཞེས་བྱ་བ་ས་ནི་བཅས་པ་འམ་ཡོད་པ་ལ་བྱ་། པྲཏིཤརང་ནི་སྐྱབས་སམ་དཔུང་གཉེན་ནམ་རྟེན་དུ་རུང་བ་ལ་བྱ་སྟེ་། མུ་སྟེགས་ཅན་གྱི་ཆོས་ལྟ་བུ་ཁུངས་ངན་པར་འབྱིན་པ་མ་ཡིན་གྱི་། དེ་བཞིན ༼༣༽གཤེགས་པས་གསུངས་པ་ཡིན་པས་ན་རྟེན་པ་ཡོད་པ་ཞེས་བྱ་།,,-
c612874f657b41efb8a7b6c0dc8a61bd,śāstā cāsya tathāgato ’rhan samyaksambuddhaḥ,འདི་སྟོན་པ་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས,此示如來應供正等覺; 此示如來應供正等覺所示; 此乃覺所示,-,,-
b20278c35fe14f19b5a88e2745ce7d47,svākhyāto me bhikṣavo dharmaḥ,དགེ་སློང་དག་ངའི་ཆོས་ནི་ལེགས་པར་གསུངས་པ,與比丘等演說妙法; 諸比丘呵吾法是善言,-,,-
d8e51dd43a584258873c30abbb6aa97c,uttānaḥ,གསལ་བ,明白,-,,-
8aa25f46a15047df8334d3859589b7b1,vivṛtaḥ,རྣམ་པར་ཕྱེས་པ,演開,-,,-
752df2c8f8a24330a74bf9f4b0f73003,chinnaplotikaḥ,རྒྱུ་བ་བཅད་པ,斷因,ཆིནནཔློཏིཀ་ཞེས་བྱ་བ་ཆིནན་ནི་ཆད་པ་། པློཏིཀ་ནི་པླུང་གཏཽ་ཞེས་བྱ་སྟེ་། འགྲོ་བ་འམ་ཆུས་དེད་ཅིང་ཁྱེར་བ་ལྟ་བུའི་ཚིག་ཡིན་། སྤྱིར་ན་འཁོར་བར་སྐྱེ་ཞིང་འཕོ་བའི་རྒྱུ་རྒྱུ་བ་བཅད་པ་ལ་བྱ་སྟེ་རྒྱུ་བ་བཅད་པ་ཞེས་བྱ་།,,-
82b8bc5ef11e40c4ba6ced3ce6f49afb,yāvad devamanuṣyebhyaḥ suprakāśitaḥ,ལྷ་དང་མིའི་བར་དག་ལ་ཡང་དག་པར་ཤིན་ཏུ་བསྟན་པ,天人中真實開示; 乃至於天人等真實開示,-,,-
74707f51dbd1413aaf46bf308cbe36d4,dharmacakranāmāni,ཆོས་ཀྱི་འཁོར་ལོའི་མིང་ལ,法輪名目; 法輪,-,,-
0205aeaaf31745629495c0321cd8c823,triparivartadvādaśākāradharmacakrapravartanam,ལན་གསུམ་དུ་བཟླས་ཏེ་ཆོས་ཀྱི་འཁོར་ལོ་རྣམ་པ་བཅུ་གཉིས་སུ་བསྐོར་བ,當三轉四諦十二法; 三轉十二行相法輪; 四諦法輪三會十二轉說,-,,-
727d63826ddc42f1924eaac9705576a4,āryasatyānāṃ prathamaparivarto darśanamārgaḥ,འཕགས་པའི་བདེན་པ་རྣམས་བཟླས་པ་དང་པོ་སྟེ་མཐོང་བའི་ལམ,誦諸聖諦為第一見道; 諸聖諦第一轉為見道; 見道位,-,,-
cd5f76fef89f421e965908c3e37b8c2f,idaṃ duḥkham,འདི་ནི་སྡུག་བསྔལ,此苦; 此苦聖諦,-,,-
47bdc184f6af4ab5842f611cb3ba8acf,ayaṃ samudayaḥ,འདི་ནི་ཀུན་འབྱུང་བ,此集; 此集聖諦,-,,-
cd07a502411c4e59bc86dd756a6343e3,ayaṃ nirodhaḥ,འདི་ནི་འགོག་པ,此滅; 此滅聖諦,-,,-
ff0a4abff95a438abb30c4978080d821,iyaṃ duḥkhanirodhagāminīpratipat,འདི་ནི་སྡུག་བསྔལ་འགོག་པའི་ལམ,此苦集滅道; 此苦滅聖諦; 此滅苦之道,-,,-
