id,P002011
71ac8ca68d1f47d08665ebfba0dbe361,2385/11; fol. 36 recto (Cz 35.13–23)1 tenocyate · araṇāvihārīti araṇāvihārīti · bhagavān āha · tat kiṃ manyasya2 subhūte · kaścid dharmat tathāgatena dīpaṃkarāt tathāgatārhata samyaksaṃbuddhā3 d udgṛhītaḥ subhūtir āha · no hīdaṃ bhagavan bhagavān āha · na sa kaścid dharmaḥ4 tathāgatena dīpaṃkarāt ta◯thāgatād arhataḥ samyaksaṃbuddhād udgṛhītaḥ bhagavā5 n āha : ya kaścit subhūte bodhisatvo evaṃ vaded ahaṃ kṣetravyūhān niṣpādayiṣyāmi6 ti sa vitatha vadet* tat kasya hetoḥ kṣetravyūhā kṣetra – – – – – – –verso (Cz 35.23–36.6)1 vyūhā iti subhūte avyūhā hy ete tathāgatena bhāṣitā te – nocyaṃte kṣetravyūhā i2 ti tasmāt tarhi subhūte bodhisatvena evaṃ cittam utpādayitavyaṃ apratiṣṭhitaṃ na rūpa3 pratiṣṭhitaṃ cittam utpādayi◯tavyaṃ · na śabdagandharasaspraṣṭavyadharmapratiṣṭhi –4 taṃ cittam utpādayitavyam* na kvacitpratiṣṭhitaṃ cittam utpādayitavyam* tad yathā .i5 nāma subhūte puruṣo bhavet* yasyaivaṃrūpam ātmabhāvaḥ syāt tad yathāpi .. .. +6 meroḥ parvatarājā · tat ki manyase su – – – – – – –
91acf281d29c47018170c09c2b4f2376,2385/10; fol. 37 recto (Cz 36.6–18)1 bhūte mahān sa ātmabhāvo bhavet* subhūtir āha · mahān bhagavaṃ mahā sugata : .. +2 tmabhāvo bhavet* bhagavan* tat kasya hetoḥ abhāvaḥ sa tathāgatena bhāṣitaḥ tena3 cyate ātmabhāva iti · na hi sa bhāvaḥ tenocyate ātmabhāva iti · ‖ bhagavān āha · ta4 t kiṃ manyase subhūte yā◯vaṃtyo gaṃgānadyāṃ vālukās tāvaṃtya evaṃ gaṃgānadyo bha5 veyuḥ api nu tāsu bahvyo vālukā bhaveyuḥ subhūtir āha · tā eva tāvad bhagavan ba6 hvyo gaṃgānadyo bhaveyuḥ prāg eva yās tāsu vālukāḥ bhagavān āha · ārocayamiverso (Cz 36.18–37.5)1 te subhūte prativedhayāmi te yāvaṃtyas tāsu gaṃgānadīṣu vālukā bhaveyuḥ tāvaṃ2 tyo lokādhātavaḥ kaścid eva strī vā puruṣo vā saptaratnapratipūrṇaṃ kṛtvā tathā3 gatebhyo rhadbhyaḥ samyaksaṃbu◯ddhebhyo dānaṃ dadyāt* tat kiṃ manyase subhūte api nu sā4 strī vā puruṣo vā tatonidānaṃ ◯ bahu puṇyaṃ prasunuyāt* subhūtir āha · bahu bhaga5 van bahu sugata : sā strī vā puruṣo vā tatonidānaṃ bahu puṇyaṃ prasunuyāda bhagavā6 n āha · yaś ca khalu punaḥ subhūte tāvaṃtyo lokadhātavaḥ saptaratnapratipūrṇaṃ
033ab392daa24c5381b9b5e6276520ae,2385/9; fol. 38 recto (Cz 37.5–18)1 kṛtvā dānaṃ dadyāt* yaś ceto dharmaparyāyād aṃtaśaś catuṣpadikām api gāthām u2 dgṛhya parebhyo deśayet* ayaṃ tato bahutaraṃ puṇyaṃ prameyam asaṃkhyeyam* api3 tu khalu subhūte yasmin pṛthivīpradeśe ito dharmaparyāyād aṃtaśaś catuṣpadi4 kām api gāthāṃ bhāṣyeta ◯ vā deśyeta vā sa pṛthivīpradeśaś caityabhūto bha5 vet* sadevamānuṣāsurasya lokasya kaḥ punar vādaḥ subhūte ya imaṃ dharmapa6 ryāyaṃ dhārayiṣyaṃti parameṇa te āścaryeṇa samanvāgatā bhaviṣyaṃti · taverso (Cz 37.18–38.5)1 smiṃś ca pṛthivīpradeśe śāstā viharaty anyatarānyataro vā gurusthānīyaḥ evam u2 kte āyuṣmān subhūtir bhagavaṃtam ed avocat* ko nāmāyaṃ bhagavan dharmaparyāyaḥ ka3 thaṃ cainaṃ dhārayāmi · evam ukte ◯ bhagavān āyuṣmaṃtaṃ subhūtim etad avocat* prajñāpā4 ramitā nāmāya subhūte dharmaparyāyaḥ evaṃ cainaṃ dhāraya : tat kasya hetoḥ yaiva subhū5 prajñāpāramitā tathāgatena bhāṣitā : saivāpāramitā : tat kiṃ manyase subhūte {}6 api nu sa kaści dharmo tathāgatena bhāṣitaḥ subhūtir āha no hīdaṃ bhagavan* bhaga
f2a769949d144c248687a72f2e4f1f55,"2385/8, 2385/uf1/3h; fol. 39 recto (Cz 38.5–17; G 5a1–2)1 n āha · na sa kaścid bhagavaṃ ddharmo yaḥ tathāgate bhāṣita yāvataḥ subhūte2 tṛsāhasramahāsāhasryāṃ lokadhātu pṛthivīrajaḥ kaścit tad bahu bhavet* su3 bhūtir āha · bahu bhagavan*s tat pṛthivīrajo bhavet* yat ta bhagavan* pṛthi4 vīrajaḥ tathāgatena bhā◯ṣitaḥ arajaḥ sa tathāgatena bhāṣitaḥ ta5 d ucyate pṛthivīraja iti · yā sā lokadhātur adhātuḥ sā tathāgatena bhāṣitaḥ6 tad ucyate lokadhātur iti : ‖ bhagavān āha · tat kiṃ manyase subhūte dvātṛṃśadbhir maverso (Cz 38.17–39.7; G 5a2–5)1 .āpuruṣalakṣaṇaiḥ tathāgato rhan samyaksaṃbuddho draṣṭavya · subhūtir āha · no hī2 daṃ bhagavad bhagavān āha · tat kasya hatoḥ yāni tāni bhagavan dvātṛṃśarmahāpuru3 lakṣaṇāni tathāgatena bhāṣi◯tāny alakṣaṇāni tagatena bhāṣitāni tasmād ucyaṃte dvā4 tṛṃśanmahāpuruṣalakṣaṇānī◯ti · bhagavān āha · yaś ca khalu punaḥ subhūte strī vā pu5 ruṣo vā gaṃgānadīvālukopamān ātmabhāvān parityajet* yaś ceto dharmaparyāyāc catuṣpa6 dikām api gāthām udgṛhya parebhyo deśayet* ayaṃ tatonidānaṃ bahutaraṃ puṇyaṃ pra"
e3d1b5ef6e384476b23f0cbbf78e2f7f,2385/7; fol. 40 recto (Cz 39.8–20; G 5a5–7)1 meyam asaṃkhyeyam* atha khalv āyuṣmān subhūtiḥ dharmapravegenāśrūṇi prāmuṃcat*2 pravartayaṃ so śrūṇi parimārjyā bhagavaṃtam etad avocat* āścaryaṃ bhagavan* paramā3 ścaryaṃ sugata : yāvad ayaṃ dharmaparyāyaḥ tathāgatena bhāṣitaḥ yato me bha – –4 gavan* jñānam utpa – – ◯ – – nnaṃ na mayā jātv eva dharmaparyāyaḥ śrutapūrvaḥ5 parameṇa te bhagavan* – – – – āścaryeṇa samanvāgatā bhaviṣyaṃti ya iha sū6 tre bhāṣyamāṇe bhū – tasa.jñām utpādayiṣyaṃti yā caiṣā bhagavan* bhūtasaṃjñā saivāverso (Cz 39.20–40.14; G 5a7–5b2)1 saṃjñā tasmā tathāgato bhāṣate bhūtasaṃjñā bhūtasaṃjñeti · na mama bhagavann āścaryaṃ yad a2 haṃ dharmaparyāyaṃ bhāṣyamāṇam avakalpayāmy adhimucyāmi · ye te bhagavann imaṃ dharmapa3 ryāyaṃm udgṛhīṣyaṃti – – – ◯ – – paryavāpsyaṃti dhā..yiṣyaṃti · te paramāścaryasama 4 nvāgatā bhaviṣyaṃti · ‖ – – ◯ – – api tu khalu punaḥ bhagavan na meṣām ātmasaṃjñā5 pravartsyate · na satvasaṃjñā na {}jīvasaṃjñā · na pudgalasaṃjñā pravartsyate · tat kasya hato6 yāsāv ātmasaṃjñā saivāsaṃjñā yā satvasaṃjñā jīvasaṃjñā pudgalasaṃjñā saivāsaṃjñā · tat ka
2f1af6ac8dc845db9c48b3f40d70f63f,2385/6; fol. 41 recto (Cz 40.14–41.3; G 5b2–4)1 sya hetoḥ sarvasaṃjñāpagatā hi buddhā bhagavaḥ ‖ evam ukte bhagavān ā2 yuṣmaṃtaṃ subhūtim etad avocat* evam etat subhūte evam etat subhūte3 paramāryasamanvāgatās te satvā bhaviṣyaṃti · ya iha sūtre bhāṣyaṃmā4 ṇe śrutvā notrasiṣyaṃti · ◯ na saṃtrasiṣyaṃti · saṃtrāsam āpatsyaṃte ta5 t kasya hetoḥ paramapāramiteyaṃ subhūte tathāgatena bhāṣitā yā ca6 – – – tathāgataḥ paramapāramitāṃ bhāṣate tām aparimāṃṇā buddhā bhaverso (Cz 41.3–12; G 5b4–6)1 gavaṃto bhāṣaṃte nocyate paramapāramiteti · api tu khalu punaḥ subhū2 te yā tathāgatasya kṣāṃtipāramitā saivāpāramitā tat kasya hatoḥ yadā3 me subhūte kaliṃgarājā aṃ◯gapratyaṃgāny a.chetsīn nāsīn me tasmin sama4 ye ātmasaṃjñā vā satvasaṃjñā vā jīvasaṃjñā vā pudgalasaṃjñā vā na me kā ·5 cit saṃjñā nāsaṃjñā babhūva tat kasya hetoḥ sacet subhūte mama tasmin sa6 maye {}ātmasaṃjñābhaviṣyat*d vyāpādasaṃjñāpi me bhaviṣyat* tasmin sa
50ea476646a948a8ac56dbe2822d2869,2385/5; fol. 42 recto (Cz 41.12–23; G 5b6–7)1 – – maye abhijānāmy ahaṃ subhūte atīte dhvani paṃca jātiśatāni yad a2 haṃ kṣāṃtivādīriṣir abhū tadāpi me nātmasaṃjñā babhūva · na satvasaṃjñā3 na jīvasaṃjñā na pudgalasaṃjñā · tasmāt tarhi subhūte bodhisatvena mahāsa4 tvena sarvasaṃjñā vinarja◯yitvānuttarasyāṃ s. .y. ksaṃbodhau cittam utpāda5 yitavyam* na rūpapratiṣṭhitaṃ cittam utpādayitavyam* na śabdaga⟪ndha⟫rasaspraṣṭa6 vyapratiṣṭhiṃtaṃ cittam utpādayitavyam* na dharmapratiṣṭhitaṃ cittam utpādayiverso (Cz 41.23–42.10)1 tavyam* nādharmapratiṣṭhitaṃ cattam utpādayitavyam* na kvacitpratiṣṭhitaṃ citta2 m utpādayitavyam* tat kasmād dhetoḥ yat pratiṣṭhiṃ tad evāpratiṣṭhiṃ tasmād evaṃ3 tathāgato bhāṣate rūpā◯pratiṣṭhitena dānaṃ dātavyam* api tu khalu4 punaḥ subhūte bodhisatvenaivaṃ dānaparityāgaḥ parityajyaḥ sarvasatvānām a5 rthāya yaiva ca satvasaṃjñā sa evāsaṃjñā · ya eva te sarvasatvā tathāga6 tena bhāṣitāḥ ta evāsatvāḥ bhūtavādī subhūte tathāgataḥ satyavādī
9ba882e4a8bc4fcea0433fb97cfe56b1,2385/4; fol. 43 recto (Cz 42.10–21)1 tathāvādī tathāgato nāvitathāvādī tathāgato · api tu khalu punaḥ subhūte yaḥ tathā2 gatena dharmo bhisaṃbuddho deśito vā na tatra satyaṃ na mṛṣā tad yathāpi nāma subhūte3 puruṣo ndhakāraḥpraviṣṭaḥ evaṃ vastupatito bo .isatvo draṣṭavya yo vastupatitaṃ dā4 naṃ parityajati · tad yathāpi ◯ nāma subhūte cakṣuṣmān* puruṣo .i .ā .āyā rātryā sū5 rye bhyudgate nānāvidhāni rūpāṇi paśyet* evaṃ bodhisatvo draṣṭavyo yo vastvapati6 taṃ dānaṃ parityajati · api tu khalu punaḥ subhūte ye kulaputro vā kuladuhitaverso (Cz 42.21–43.14)1 ro vā imaṃ dharmaparyāyam udgrahīṣyaṃti : dhāra .. ṣyaṃti · vāc. yiṣyaṃti paryavāpsyaṃti · jñā2 tās te subhūte tathāgatena dṛṣṭās te subhūte tathāgatena buddhās te tathāgatena sarve3 te satvāḥ aprameyaṃ puṇya◯skandhaṃ prasaviṣyaṃti · yaś ca khalu punaḥ subhūte strī4 vā puruṣo vā pūrvāhṇakālasamaye gaṃgānadīvālukopamān ātmabhāvān* parityaje5 t* madhyāhṇakālasamaye sā – yāhṇakālasamaye gaṃgānadīvālukopamān ā6 tmabhāvā parityajet* anena paryāyeṇa kalpakoṭīnayutaśasahasrāṇy ātmabhā
6412a6019fef4372bfee87c1a035f071,2385/3; fol. 44 recto (Cz 43.14–21)1 – – – – – – – – – van* parityajet*d yaś cemaṃ dharmaparyāyaṃ śrutvā ·2 – – – – – na pratikṣiped ayam eva tatonidānaṃ bahutaraṃ puṇyaskandhaṃ32 pra3 sunuyāt* apra – – ◯ – meyam asaṃkhyeyam* kaḥ punar vādaḥ yo li4 – khitvo – – – ◯ dgṛhṇ. yāt*33 dhārayet* vācayet* paryavāpnu5 yāt* parebhyaś ca vistareṇa saṃprakāśayet* api tu subhūte aciṃtyo tu6 lyo ya dharmapa – – ryāyaḥ ayaṃ ca dharmaparyāyaḥ tathāgatena bhāṣitaḥverso (Cz 43.21–44.6)1 agrayānasaṃprasthi – tānāṃ satvānā .. r.āya · śreṣṭhayānasaṃprasthitānāṃ satvā2 nām arthāya : – ya ye i dharmaparyāyam udgrahīṣyaṃti · dhārayiṣyaṃti · vā3 ca – yiṣyati – – – – ◯ parryāvāpsyaṃti34 · jñātās te subhūte tathāgateta4 – – – – – – – – – – na dṛṣṭās te subhūte tathāgatena sarve te satvāḥ5 aprameyeṇa puṇyaskandhena samanvāgatā bhaviṣyaṃti · aciṃtyenātulyenā6 .. – – – – – – – māpyenāparimāṇena puṇyaskandhena samanvāga
fd69454b75374bc6b5ad5c215ca0ad5a,"2385/2, 2385/uf1/2n; fol. 45 recto (Cz 44.6–16; G 7a1–3)1 tā bhaviṣyaṃti · tat kasya heto · na hi ś. ky.. subhūte ayaṃ dharmo hīnādhimu ..i .aiḥ2 śrotum* nātmadṛṣṭikaiḥ na satvadṛṣṭikaiḥ na jīvadṛṣṭikaiḥ na pudgaladṛṣṭikaiḥ śa3 kyaṃ śrotum udgrahītuṃ vā dhā◯rayituṃ vā vācayituṃ vā paryavāptu. vā nedaṃ sthānaṃ vi4 dyate api tu subhūte yatra pṛthivīpradeśe idaṃ sūtraṃ prakāśayiṣyati · pūja5 nīyaḥ sa pṛthivīpradeśo bhaviṣya.. ..devamānuṣāsurasya lokasya vandaverso (Cz 44.16–45.5; G 7a3–5)1 nīyaḥ pradakṣiṇīkadhaṇīyaś ca sa pṛthivīpradeśo bhaviṣyati · cai .y. sa pṛthi2 vīpradeśo bhaviṣyati · ye te subhūte kulaputro vā kuladuhitaro vā imān ivaṃrū3 pāṃ sūtrāṃtān – – udgrahīṣyaṃ◯ti dhārayiṣyaṃti paryavāpsyaṃti · te paribhūtā bhaviṣyaṃ4 suparibhūtāś ca bhaviṣyaṃti · ‖ yāni teṣāṃ satvānāṃ paurvājanmikāni karmāṇi kṛtāny a5 pāyasaṃvartanīyāni dṛṣṭa eva dharme paribhūtatayā pūrvajarnmik. .. + + .i"
3ad66ade9fbc4c8faf6ad5727c98db36,"2385/1, 2385/uf1/2a, 2385/uf1/2e; fol. 46 recto (Cz 45.5–16; G 7a5–7b1)1 karmāṇī kṣapayiṣyati · buddhabodhiṃ ca prāpsyaṃti · abhijānāmy ahaṃ subhūte atīte2 dhvani asaṃkhyeye kalpe asaṃkhyeyatare dīpaṃkarasya tathāgatasyārhataḥ samyaksaṃ3 buddhasya pareṇa parataraṃ caturaśītibuddhakoṭīnayutaśatasahasrāṇy abhū4 van ye mayā ārādhitā ārā◯dhayetvā na virādhitā yac ca mayā subhūte buddhā bhaga5 vaṃtaḥ ārāgitā ārāgayetvā na virāgitā yac ca carime kāle paścime.āyaṃ paṃcā ..6 tyāṃ vartamānāyām imaṃ s. trāṃtam. d... hīṣ..ṃti dhāra .i ..ṃ .i v. + yi ..ṃ .i +verso (Cz 45.16–46.11; G 7b1–4)1 ryavāpsyaṃti · asya subhūt. puṇyaska .dh. sy. t. kād. ṣ. pū .v. k + + + + + + + + + +2 m api kalā nopaiti sāhasṛtamām api · śatasāhatamām a.i · k. ṭ. + + + +3 sṛtamām api · saṃkhyām api ◯ kalām api gaṇanām apa upamām api +4 paniśāmate na kṣamate · + + t subhūte teṣāṃ kulaputrāṇāṃ kuladuhi .• +5 tā puṇyaskandhaṃ bhāṣet* yāva. taḥ te kula.utrā vā kuladuhitā vā tasmin samaye +6 ṇyaskandha pratigṛhṇaṃti : unm. d.ṃ te satvāḥ prāpnuyuḥ cittavikṣepaṃ vā gacche .."
b071f9e45b414fef89d31c118afe13b7,The Mahāyāna sūtra manuscript
80f951dca8f542259278a38fbeae93b6,ŚrīmālādevīsiṃhanādanirdeśaBSMC I 63–762378/1/1; fol. 389 recto1 yeti | atha śrīmālā devī bhagavaṃtam e ° tad avocat* anyo pi me tra bhagavan bahūpakāro rthanirdeśa tathāgatānugraheṇa pratibhāyati | pratibhāya śubhe devīti bhagavatānujñātā | atha śrīmālā devī bhagavaṃ2 taṃ etad avocat* traya ime bhagavan ku ° laputro vā kuladuhitā vā gaṃbhireṣu dharmeṣv akṣataṃ cānupahataṃ cātmānaṃ pariharaṃiti bahu ca puṇyaṃ prasavaṃti mahāyānamārgam a .. tīrṇā ca bhavaṃti katame trayaḥ ye3 bhagavan kulaputra vā kuladuhitaro vā ° pratyātmagaṃbhīradharmajñānasamanvāgatā bhavaṃti | ye ca bhagavan kulaputro vā kuladuhitārā vā dharmānulomahārajñānasamanvāgatā bhavanti | ye ca bhagavaṃ kulaputro vā4 kuladhitā vā gaṃbhīreṣu dharmeṣv ātmano jñā ° nasaṃsīdanaṃ vidi + + + + ti cittavyavasargaḥ kurvanti na ca yaṃ prajñānāmaḥ tathāgata etam arthaṃ prajānātīti imāni citte vyavasargeṇa samanvāgatā vā bhavantiverso1 ebhis tribhiḥ kulaputrair vvā kuladuhitarair vā ° bhagavāṃ parimu(k)t(ā) + + (sat)v(ā) g(aṃ)bh(ī)reṣu dharmeṣu sthāmataḥ parāmṛśya praḍusacittaṃ pragṛhya abhiniviśya deśeyaṃsu | sākathyeyaṃ | suvāte haṃ bhagavaṃ sadharma2 vimukhe anyatīrthike pūtibījike ārā ° jakam api gatvā nāśayituṃ vademi ‖ sannigṛhyās te bhagavan pūtibījikā sa devamānuṣāsure(na) lokeneti | atha śrīmālā devī sapariṣā saparivārā bhagavataḥ3 pādayo praṇipatitā | atha bhagavaṃ ° śrīmālāya devīye sādhukāram adāsi | kāle ca samaye gaṃbhīreṣu dharmeṣv asaṃrākṣaṇopāyārthāya nirddeśaṃ nirdiśasi | saddharmapratyanīkavādinigrahaṃ ca deśa4 yasi | anyāś cāryā te devi bahubu ° ddhakoṭiśatasahasraparyupāsitāyā eṣo rthanirdeśa iti | atha khalu bhagavāṃ śriyā jvalamānaḥ sarvaṃ parṣāmaṇḍalaṃ kāyaprabhāyāṃ spharitvā saptatālā
42e0680a2f814f3ab594bd36f15021e8,2378/1/2; fol. 390recto1 n vaihāyasam abhyudgamya padavītihārika ° yā ṛdhyā yena śrāvasti mahānagaraṃ tenopāyāsi | atha śrīmālā devī saparivārā mūrdhany aṃjali pragṛhītvā atṛptadarśanā animiṣāyā dṛṣṭyā bhagavaṃtam ullokayaṃtīi sthitā2 yadā bhagavāṃ cakṣupathavītivṛttaḥ ta ° dā śrīmālā devī sapariṣā saparivārā paramaprīti praharṣitavadanamanasā anekākārato nyam anyasya tathāgataguṇān praśaṃsantī buddhānusmṛtimanasikāraḥ ayodhyaṃ3 nagaraṃ praviṣṭā | tataḥ śrīmālā devī ° svakaṃ rājānaṃ mahāyāne niyojesi | mahānagare ca sarvastrīgaṇam* saptavarṣikāṃ bālikām upādāya mahāyāne niyojesi rājāpi yaśamitro mahānagaverso1 re sarvaṃp ca puruṣamaṇḍalaṃ saptavarṣa ° kaṃ bālakam upādāya (ma)hāyāne niyojesi | evaṃ sarvaṃ nagaraṃp mahāyānābhimukhaṃm abhūṣi | bhagavān api jetavanam anuprāptaḥ praviśyāyuṣmantam ānaṃ2 dam āmaṃtrayāmāsa śakkraṃ ca devānām i ° ndraṃ samanvāharṣi | atha śakkro devānām indro tasmānn eva kṣaṇalayamuhūrte devagaṇaparivṛto bhagavataḥ purataḥ pratyasthitaḥ atha bhagavāṃ śakkrasya devendrasyāyuṣma3 taś cānaṃdasya imaṃ dharmaparyāyaṃ vistare ° ṇa bhāṣitvā śakkraṃ devānām indram āmaṃtrayāmāsa | udgṛhṇahi kauśika imaṃ dharmaparyāyaṃ dhāraya vādaya deśayāhi kauśika iman dharmaparyāyaṃ devānāṃ trayastṛṃ
54d8b203ec9443ea921080be68bf4262,"2378/1/3, 2379/uf3/2b; fol. 392recto1 śrīmālādevīsiṃhanādanirdeśa ity api taṃ kauśika dhārayāhi 16 ye ho puna kauśi(kai)masmin sūtrenirdeśā nirddiṣṭāḥ sarve te kauśikanirdeśāḥ chinnaplotikāḥ nītārthāḥ ekatvapratisaraṇā iti dhārayāhi ‖2 imaṃ khu kauśika śrīmālādevīsiṃhanā ° danirdeśaṃ dharmaparyāyaṃ tava haste parindāmi yāvat saddharma tiṣṭhati loke {|} tāvemaṃsūtraṃ daśadiśi loke deśeyāhi saṃprakāśayāhīti ‖ sādhu bhagavann iti3 śakkro devānām indro bhagavataḥ saṃmu ° khaṃ praticchitvā āttamano śakkro devānām indro āyuṣmaṃ cānaṃda ye ea tatra saṃnipatitāḥsadevamānuṣyāsuragandharvās te sarve bhagavato bhaṣitam abhinandeti ‖ ❀4 samāpta(ṃ) śrīmālādevīsiḥanādanirdeśa ° (sūtraṃ) e(kayāna)ṃ ma(h)opā(ya)vaitulye abhijñātaṃ śrīmālāsūtram etat* ‖ ❀ ‖"
f48f9672e8364b7da4521854ae45ec4c,Fragments2378/1/27a; fol. 322 recto1 abhiṇaviṣyaṃti (sic) rūpeṇa ca varṇena ca .. ///2 mukhena viṣyaṃti evaṃ kṛtakuśalamū(la) ///3 sarva bhagavatā vyākṛtāḥ tasyāṃ lokadhā(tau) ///verso1 śīlavelātikkrāntaṃ cittam utpāda(yi) ///2 samādiyāmi | adyotpādāya nā .. ///3 parasaṃpa(t)tyā vā īrṣyācittam utpādayi ///
616c6038782b4a209611da21251ed7d8,2378/1/15; fol. 384 recto1 /// .. vā saptarātriko nālaka nālaṃ sūryamaṇḍaladarśanāya | evam eva bhagavaṃ duḥkhanirodhasa(tya) ///2 /// + + + + + nam iti bhagavan dvayānāṃ ta(d)dṛṣṭīnāṃ viparyāsānāṃ caitad adhivacanaṃ | sarve ///3 /// + + + + + ātmāni nirviṣṭāḥ pṛthagjanikāḥ dve ime bhagavaṃ antadṛṣṭ. ///verso1 /// + + + + + nityam iti cen bhagavaṃ paśyan* sāsya syāc chāśvatadṛṣṭiḥ syāt sāsya na samyaddṛṣṭaiḥ ///2 /// gādhamānaṃ ajñānāndhabhūtāḥ bhagavaṃ ucchedadadṛṣṭiṃ pratilabhaṃte | tārkikā bhagavaṃ ///3 /// + + + + + evam imaṃ bhagavaṃ tākikā iti kila dṛṣṭino ‖ te tadarthātikkrāṃta dṛṣṭvā ca ///4 /// to pi manyaṃte | śāśvatato pi manyaṃte viparyastā bhagavan satvā upādatteṣu ca paṃcasu ska(ndeṣu) ///
8e99760333e1434992a276dbf77f898e,"PravāraṇāsūtraBSMC I 63–64, 77–802378/1/3, 2379/uf3/2b; fol. 392verso1 siddham* ‖ evaṃ mayā śrutam ekasamaye ° bhagavā(ṃ) śrāvasti .. vi(ha)rati jetavane anāthapiṇḍadasyārāme mahatā bhikṣusaṃghena sārdhaṃ caturaśītibhiḥ bhikṣusahasrebhiḥ śāriputamaudgalyāyanabhikṣupūrvvaṃ-2 gam(e)bhiḥ dakṣiṇapaścimena bhagavato (n)i ° saṇṇakāḥ atha bhagavāṃ sumerurāja iva abhyudgato bhāsati tapati virocati kanakapravata iva abhyudgato pariṣāmaṇḍalamaddhyagato niṣaṇṇako bhikṣusaṃghe medhye3 atha bhagavā niradbhute bhikṣusaṃghe nirga ° te traimāse varṣavāsa uṣito śāntapraśāntena bhikṣusaṃghena sthito | athāyuṣmān ānaṃdaḥ utthāyāsanāto ekāṃśe cīvaraṃ pravaritvā dakṣiṇaṃ jānaumaṇḍaleṃ pṛthivī-4 ye pratiṣṭhāpayitvā yena bhagavāṃ te ° nāṃjali〈ṃ〉 praṇāmayitvā bhagavato gāthābhi adhvabhāṣi ‖ yasyārthaṃ tvaṃ lokavidū vināyakā tremāsavuso(sic) iha jetasāhvaye | paripūrṇa āśā"
2837cb08ff634928a6948986953a092d,Small fragments2378/1/17a; fol. 39(5) ii recto1 atha māgaro nāgarājo tatū ///2 ṇi ratnam eva | prāvāraṇe iha ///3 + + + + .i. deva ///verso2 + + + + v. s. d. ///3 śoṣayaṃti pārvatanilayeṣu ca ///4 rāṇāṃ 5 idam avaci bhaga ///
da5177ef061246d491bdea158ee8572d,"2378/1/34b, 2378/1/29A1 /// kṣubhi prakṣubhi ///  /// | saṃprakṣubhi | aghaṭṭitāni ca tūtyasaṃ .. ///2 /// dete bhikṣū .. ///        /// .āthā niṣaṇṇakā bhagavato tejena śiri ///3 lobhiprajā ///                 /// iṃ + + + daṃ ca vāca bhāṣiṃsu bh. ///B1 ///2 /// t(a)sy(a) + + + ///   /// + + + + + k. m. k. dh. + + na sā .. ///3 /// .. na paritra ///                   /// .. yituṃ | tat kasya hetoḥ avaśya te ///4 /// .. to tṛṇa .. ///                      /// (sa)ṃstarāto atha tāvaṇ ceva ayaṃ trisāha(srama) ///"
5289171b3b384fc9b2c9019ba84954fc,"SarvadharmāpravṛttinirdeśaBSMC I 63–64, 81–1662378/1/44; fol. (397)recto1 /// gṛhe harati sma gṛdhrakūṭe parvvate mahatā bhikṣusaṃghena sārdhaṃ paṃcabhiḥ bhikṣuśataiḥ dvānavatibhiś ca bodhisatvāsahasraiḥ syād yathīdaṃ viyūhapra2 /// raśminirdhautaprabhātejarāśīś ca nāma bodhisatvāḥ girisikharamerusvararajas ca nama bodhisatvāḥ priyaprahasitavimalaprabhaś ca nāma bodhi3 /// paṭṭadhāriś ca nāma bodhisatvāḥ niścaritatejapadumapraphullitagātraś ca nāma bodhisatvo mahāsatvāḥ brahmasvaranirghoṣasvaraś ca nā4 /// mahāsatvāḥ kanakārciśuddhavimalatejaś ca nāma bodhisatvo mahāsatvāḥ mṛdutalunasparśagatraś ca nāma bodhisatvo mahāsatvāḥverso1 /// mārabalapramardiś ca nāma bodhisatvo mahāsatvāḥ śāntindrīyeryāpathapraśāṃtagāmī ca nāma bodhisatvo mahāsatvāḥ dharaṇīndharātyu2 /// ma bodhisatvo mahāsatvāḥ sarvadharmeśvaravaśavikkrāṃtagāmiś ca bodhisatvo mahāsatvāḥ śrītejavimalagātraś ca nāma bodhisatvo3 /// r bodhisatvāsahasraiḥ sārdham atha siṃhavikkrāṃtagāmī bodhisatvo mahāsatvāḥ idam eva rūpaṃ bodhisatvāsaṃnipātaṃ viditvā saṃnipati 4 /// vyāṃ pratiṣṭhāpya yena bhagavāṃ tenāṃjaliṃ praṇāmya bhagavaṃtaṃ gāthābhir gītena praśnaṃ paripṛcchate sma · ‖ nirātma nirjīva niṣpudgala dharmā"
